PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
32005,"Carbon, chloroform extractables",6656,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
32015,Base/neutral compounds,10869,Uncategorized,Uncategorized,,No Match (unconfirmed)
32016,"Fluoride, complex",1822,Solids,Dissolved Solids,,No Match (unconfirmed)
32017,Sodium chloride [salt],10447,Solids,Dissolved Solids,,No Match (unconfirmed)
32018,"Fluoride, free",1822,Solids,Dissolved Solids,,No Match (unconfirmed)
32019,Cyanide and thiocyanate - total,11121,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
32020,Acid compounds,10789,Uncategorized,Uncategorized,,No Match (unconfirmed)
32021,"Carbon, chloroform extracts, ether insoluble",6656,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
32101,Dichlorobromomethane,11660,Toxic Organics,Toxic Organics,Dichlorobromomethane,Dichlorobromomethane
32102,Carbon tetrachloride,10344,Toxic Organics,Toxic Organics,Carbon Tetrachloride,Carbon Tetrachloride
32103,"1,2-Dichloroethane",10262,Toxic Organics,Toxic Organics,"1,2-Dichloroethane","1,2-Dichloroethane"
32104,Bromoform,11673,Toxic Organics,Toxic Organics,Bromoform,Bromoform
32105,Dibromochloromethane,11664,Toxic Organics,Toxic Organics,,Dibromochloromethane
32106,Chloroform,10345,Toxic Organics,Toxic Organics,Chloroform,Chloroform
32209,"Chlorophyll A, corrected",11650,Nutrients,Algae and other Nutrient-related,,No Match (unconfirmed)
32218,Pheophytin,10745,Metals,Tin,,No Match (unconfirmed)
32230,Chlorophyll A,11650,Nutrients,Algae and other Nutrient-related,,No Match (unconfirmed)
32231,Chlorophyll B,11649,Nutrients,Algae and other Nutrient-related,,No Match (unconfirmed)
32232,Chlorophyll C,11097,Nutrients,Algae and other Nutrient-related,,No Match (unconfirmed)
32240,Tannin and lignin,12364,Uncategorized,Uncategorized,,No Match (unconfirmed)
32250,"Oil, petroleum ether extractables",10364,Other,Fuel,,No Match (unconfirmed)
32251,Benzofuran,10957,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
32252,Acrylic polymer in drilling fluids,10734,Other,Other,,No Match (unconfirmed)
32253,"Aluminum stearate, wat sol in drill fl",11892,Metals,Aluminum,,No Match (unconfirmed)
32254,"Cellulose polymer, in drilling fluids",11065,Other,Other,,No Match (unconfirmed)
32255,DOS-3 in drilling fluids,11136,Other,Other,,No Match (unconfirmed)
32256,Imco Lube 106 in drilling fluids,11412,Other,Other,,No Match (unconfirmed)
32257,Imco Lubrikleen in drilling fluids,11413,Other,Other,,No Match (unconfirmed)
32258,Imco phos in drilling fluids,11416,Other,Other,,No Match (unconfirmed)
32259,Kwik Seal in drilling fluids,11432,Other,Other,,No Match (unconfirmed)
32261,Starch in drilling fluids,12270,Other,Other,,No Match (unconfirmed)
32262,XC Polymer in drilling fluids,12513,Other,Other,,No Match (unconfirmed)
32270,"Chloroform extractables, total",11096,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
32730,"Phenolics, total recoverable",10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
32731,Phenolics in bottom deposits [dry wgt],10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
34010,Toluene,10161,Toxic Organics,Toxic Organics,Toluene,Toluene
34011,Halogenated toluene,10930,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
34030,Benzene,603,Toxic Organics,Toxic Organics,Benzene,Benzene
34031,Monochlorobenzenes,10151,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4240,Acetochlor,10076,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
49877,"Chloramine, total",11079,Inorganics,Disinfectants,,No Match (unconfirmed)
1350,Turbidity [severity],12449,Color and Turbidity,Turbidity,,No Match (unconfirmed)
1351,Stream flow [severity],12278,Flow,Flow,,No Match (unconfirmed)
1352,Discharge flow as % of stream flow,11204,Flow,Flow,,No Match (unconfirmed)
1355,"Ice cover, floating or solid [severity]",11417,Metals,Tin,,No Match (unconfirmed)
1501,"Alpha, total",10804,Other,Other,,No Match (unconfirmed)
1502,"Alpha, total, counting error",10805,Other,Other,,No Match (unconfirmed)
1503,"Alpha, dissolved",10804,Other,Other,,No Match (unconfirmed)
1505,"Alpha, suspended",10804,Other,Other,,No Match (unconfirmed)
1523,"Silver, ionic",12212,Metals,Silver,,No Match (unconfirmed)
3501,"Beta, total",10969,Other,Other,,No Match (unconfirmed)
3502,"Beta, total, counting error",10970,Other,Other,,No Match (unconfirmed)
3503,"Beta, dissolved",10969,Other,Other,,No Match (unconfirmed)
3505,"Beta, suspended",10969,Other,Other,,No Match (unconfirmed)
3520,"Radiation, gross beta",10969,Other,Other,,No Match (unconfirmed)
3556,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",10239,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3582,Oil and grease,10364,Other,Fuel,,No Match (unconfirmed)
3593,"Toxics, percent removal",12444,Uncategorized,Uncategorized,,No Match (unconfirmed)
3594,"Halogens, adsorbable organic",10091,Uncategorized,Uncategorized,,No Match (unconfirmed)
3595,Bioassay [96 hr],10976,Uncategorized,Uncategorized,,No Match (unconfirmed)
3596,Bioassay [48 hr],10975,Uncategorized,Uncategorized,,No Match (unconfirmed)
3597,Bioassay [24 hr],10974,Uncategorized,Uncategorized,,No Match (unconfirmed)
3598,Toxicity,4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
3599,"Toxicity, choice of species",12435,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
3600,"Toxicity, trout",12443,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
3601,"Toxicity, sand dollar",12442,Solids,Suspended Solids,,No Match (unconfirmed)
3602,Biochemical oxygen demand,10178,Organics,COD,,No Match (unconfirmed)
3603,Total suspendable solids,10486,Solids,Suspended Solids,,No Match (unconfirmed)
3604,Total phenols,10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3605,Flow meter calibration,11306,Flow,Flow,,No Match (unconfirmed)
3607,"Stickwater, effluent percent recycled",12272,Uncategorized,Uncategorized,,No Match (unconfirmed)
3608,"Stickwater, effluent volume recycled",12273,Uncategorized,Uncategorized,,No Match (unconfirmed)
3609,"Production, seafood effluent",12135,Other,Other,,No Match (unconfirmed)
3610,Dioxin,10239,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3612,p-Dichlorobenzene,10140,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3613,"Solids, total dissolved, total tons",12246,Solids,Suspended Solids,,No Match (unconfirmed)
3614,"2,4,5-Trichlorophenoxypropionic acid",12156,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3615,"2-Methyl-4,6-dinitrophenol",10384,Toxic Organics,Toxic Organics,"2-Methyl-4,6-Dinitrophenol","4,6-Dinitro-2-methylphenol"
3768,"Purgeable hydrocarbons, Meth. 601",11406,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3771,Purgeable aromatics Method 602,10830,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3772,Temp. diff. between up/down stream deg. F,12374,Temperature,Temperature,,No Match (unconfirmed)
3773,Chlorine produced oxidants,11091,Inorganics,Disinfectants,,No Match (unconfirmed)
3777,"1,2-Dichloropropylene",10692,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3809,"Amyl acetate, total",10086,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3811,"Toxicity, salmo acute",12440,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
3812,"Toxicity, salmo chronic",12441,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
3818,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",11163,Toxic Organics,Toxic Organics,,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin"
3820,Human enteric virus,12477,Pathogens,Pathogens,,No Match (unconfirmed)
3821,Dichloromethane,10340,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3823,"Hydrazines, total",11401,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3824,Tributyltin,12269,Metals,Tin,,Tributyltin (TBT)
3864,"1,2-cis-Dichloroethene",10281,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3908,4-Isopropyltoluene,10918,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
3980,4-Isopropyltoluene,10918,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4010,"Prometryn, total recoverable",10652,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4024,"Propachlor, total recoverable",10774,Uncategorized,Uncategorized,,No Match (unconfirmed)
4037,"Prometon, total recoverable",10651,Uncategorized,Uncategorized,,No Match (unconfirmed)
4041,Cyanazine,12154,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4083,Chlorfenvinphos,12055,Uncategorized,Uncategorized,,No Match (unconfirmed)
4094,"Dicamba, 5-hydroxy-, total recoverable",10958,Uncategorized,Uncategorized,,No Match (unconfirmed)
4101,"Fenarimol, total recoverable",10753,Uncategorized,Uncategorized,,No Match (unconfirmed)
4138,Number of batches,11889,Uncategorized,Uncategorized,,No Match (unconfirmed)
4141,"Chlorine, free residual, total effluent",928,Inorganics,Disinfectants,,No Match (unconfirmed)
4146,"Isopropyl acetate, total effluent",10785,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4147,Methyl cellosolve,11281,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4150,o-Dichlorobenzene,10133,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4155,"Pentane, total effluent",8198,Uncategorized,Uncategorized,,No Match (unconfirmed)
4157,Phosphorus [reactive as P],5889,Nutrients,Phosphorus,,No Match (unconfirmed)
4160,"Halocarbons, purgeable scan, effluent",11376,Organics,COD,,No Match (unconfirmed)
4161,"Halocarbons, purgeable scan, sludge",11376,Organics,COD,,No Match (unconfirmed)
4162,"Aromatic, purgeable scan, effluent",10830,Uncategorized,Uncategorized,,No Match (unconfirmed)
4163,"Aromatic, purgeable scan, sludge",10830,Uncategorized,Uncategorized,,No Match (unconfirmed)
4164,"Phenolic, total scan effluent",10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4165,"Phenolic, total scan sludge",10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4166,"PCB, total, scan effluent",10001,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4167,"PCB, total sludge, scan code",10001,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4174,Free liquids in sludge,11333,Uncategorized,Uncategorized,,No Match (unconfirmed)
4175,"Phosphate, ortho [as P]",5878,Nutrients,Phosphorus,,No Match (unconfirmed)
4184,Triallate,11054,Uncategorized,Uncategorized,,No Match (unconfirmed)
4196,"U-236, total wtr",12461,Uncategorized,Uncategorized,,No Match (unconfirmed)
4223,Total residual ooxidant-discharge time,12416,Uncategorized,Uncategorized,,No Match (unconfirmed)
4224,"Dicyclohexylamine, total",11123,Uncategorized,Uncategorized,,No Match (unconfirmed)
4239,"Misc. free oil in Western GOM, OCS",11682,Other,Fuel,,No Match (unconfirmed)
51100,"Nitrogen, total, as NO3, [water]",5713,Nutrients,Nitrogen,,No Match (unconfirmed)
39514,"PCB-1016, bot. sed., dry weight",448,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39516,Polychlorinated biphenyls [PCBs],10001,Inorganics,Disinfectants,,"Polychlorinated Biphenyls (PCBs), Sum"
39519,PCBs in bottom deps. [dry solids],10001,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39524,Polybrominated diphenyl oxides,10902,Uncategorized,Uncategorized,,No Match (unconfirmed)
39530,Malathion,10992,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39540,Parathion,10407,Uncategorized,Uncategorized,,No Match (unconfirmed)
39560,Demeton,12080,Uncategorized,Uncategorized,,No Match (unconfirmed)
39570,Diazinon,10408,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39580,Guthion,10406,Uncategorized,Uncategorized,,No Match (unconfirmed)
39600,Methyl parathion,10409,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39610,Mevinphos,10722,Uncategorized,Uncategorized,,No Match (unconfirmed)
39620,TEPP,11196,Uncategorized,Uncategorized,,No Match (unconfirmed)
39632,"Atrazine, dissolved",10015,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39640,Captan,10704,Uncategorized,Uncategorized,,No Match (unconfirmed)
39650,Diuron,12463,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39700,Hexachlorobenzene,10159,Toxic Organics,Toxic Organics,Hexachlorobenzene,Hexachlorobenzene
39701,"Hexachlorobenzene, dry weight",10159,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39702,Hexachlorobutadiene,10017,Toxic Organics,Toxic Organics,Hexachlorobutadiene,Hexachlorobutadiene
39705,"Hexachlorobutadiene, dry weight",10017,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39720,Picloram,10737,Uncategorized,Uncategorized,,No Match (unconfirmed)
39730,"2,4-Dichlorophenoxyacetic acid",10080,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39740,"2,4,5-T",10079,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39750,Sevin,10681,Uncategorized,Uncategorized,,No Match (unconfirmed)
39755,Mirex,10014,Uncategorized,Uncategorized,,No Match (unconfirmed)
39760,Silvex,12156,Uncategorized,Uncategorized,,No Match (unconfirmed)
39770,Dacthal,10023,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39780,Dicofol,10946,Uncategorized,Uncategorized,,No Match (unconfirmed)
39782,Lindane,10228,Uncategorized,Uncategorized,,No Match (unconfirmed)
39786,Trithion,12077,Uncategorized,Uncategorized,,No Match (unconfirmed)
39793,Chloroethylenebisthiocyanate,12402,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39794,Sodium pentachloro- phenate,12041,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39800,Imidan,12074,Uncategorized,Uncategorized,,No Match (unconfirmed)
39810,".gamma.-Chlordane, whole water",10749,Other,Radiation,,No Match (unconfirmed)
39930,Pyrethrins,12164,Uncategorized,Uncategorized,,No Match (unconfirmed)
39941,Roundup,10297,Uncategorized,Uncategorized,,No Match (unconfirmed)
39942,"Hydrocarbons, aromatic",10829,Organics,COD,,No Match (unconfirmed)
45013,Isopropyl acetate,10785,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45019,Isooctane,11429,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45022,Propyl acetate,10788,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45025,Chlorofluoromethane,11662,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45028,Chlorodifluoromethane,11661,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45040,N-Methylbenzenesulfonamide,10950,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45058,Methyl phenol,10394,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45097,Methylstyrene,10122,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45100,Propanediol,12153,Uncategorized,Uncategorized,,No Match (unconfirmed)
45130,Alkyl benzene sulfonated [ABS],10954,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45131,"Alkyl bensene sulfonates, linear [LAS]",10954,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45232,Chlorophenoxypropananol,10730,Uncategorized,Uncategorized,,No Match (unconfirmed)
45265,1-Butanol,10026,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45268,Methylenebisthiocyanate,12403,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45316,"Butoxyethoxyethanol, total",10272,Uncategorized,Uncategorized,,No Match (unconfirmed)
45364,Benzisothiazole,10636,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45430,Methyl butenol,10743,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45501,"Petrol hydrocarbons, total recoverable",10307,Organics,COD,,No Match (unconfirmed)
45504,"Hexane, sediment, dry weight",2049,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45597,Tetraethyl lead as alkyl lead,12100,Metals,Lead,,No Match (unconfirmed)
45599,"Temperature rise, length of excursion",12382,Temperature,Temperature,,No Match (unconfirmed)
45600,"Temperature, length of excursion",12386,Temperature,Temperature,,No Match (unconfirmed)
45601,"Equipment outage, length of downtime",11239,Other,Other,,No Match (unconfirmed)
45602,"Equipment outage, number of occurrences",11240,Other,Other,,No Match (unconfirmed)
45603,Fish feed used,11300,Other,Other,,No Match (unconfirmed)
45604,"Biomass, fish",200001221,Other,Other,,No Match (unconfirmed)
45613,"Floating solids, waste or visible foam-visual",11305,Other,Other,,No Match (unconfirmed)
45614,Sanitary waste discharged-assessmnt,12197,Uncategorized,Uncategorized,,No Match (unconfirmed)
45615,Intermittent discharge-assessment,11424,Uncategorized,Uncategorized,,No Match (unconfirmed)
45670,Dinonyl phthalate,10632,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46000,Phenols,10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46116,"Hydrocarbons, total gas chromatograph",11402,Other,Fuel,,No Match (unconfirmed)
46225,Chloride,5033,Solids,Dissolved Solids,,No Match (unconfirmed)
46227,Organic Matter,2991,Uncategorized,Uncategorized,,No Match (unconfirmed)
46232,"Phosphorus, brays",5889,Nutrients,Phosphorus,,No Match (unconfirmed)
46312,Diethylhexyl phthalate [DEHP],10005,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46313,Phorate,12065,Uncategorized,Uncategorized,,No Match (unconfirmed)
46314,Dimethoate,12068,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46315,Ethyl parathion,10407,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46342,"Alachlor, dissolved",10775,Uncategorized,Uncategorized,,No Match (unconfirmed)
46363,"cis-1,2-Dichloroethylene, total",10281,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46366,"2,2-Dichloropropane",12150,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46390,Toxicity characteristic leaching procedure,12432,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
46391,"Zinc, total sludge",6352,Metals,Zinc,,No Match (unconfirmed)
46392,"Nickel, total sludge",2741,Metals,Nickel,,No Match (unconfirmed)
46393,"Lead, total sludge",6562,Metals,Lead,,No Match (unconfirmed)
46394,"Copper, dry weight",1165,Metals,Copper,,No Match (unconfirmed)
51014,"Solids, suspended percent removal, dry",12241,Solids,Suspended Solids,,No Match (unconfirmed)
51015,"Solids, suspended percent removal, wet",12242,Solids,Suspended Solids,,No Match (unconfirmed)
51016,"BOD, 5 day carbonaceous, % rmvl, dry",10840,Organics,COD,,No Match (unconfirmed)
38825,KN methyl,11052,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
38845,Metam-sodium,11053,Solids,Dissolved Solids,,No Match (unconfirmed)
38850,"Nabam, total",11049,Uncategorized,Uncategorized,,No Match (unconfirmed)
38855,Naled,12052,Uncategorized,Uncategorized,,No Match (unconfirmed)
38865,Oxamyl,10269,Uncategorized,Uncategorized,,No Match (unconfirmed)
38877,Tetrachlorvinphos [Stirofos],12054,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
38887,"Terbutryn, total",10653,Uncategorized,Uncategorized,,No Match (unconfirmed)
38892,"Triadimefon, total",10718,Uncategorized,Uncategorized,,No Match (unconfirmed)
38897,Trichloronate,12046,Uncategorized,Uncategorized,,No Match (unconfirmed)
38917,"Ziram, total",12516,Uncategorized,Uncategorized,,No Match (unconfirmed)
38925,Dechlorane plus,10672,Uncategorized,Uncategorized,,No Match (unconfirmed)
38926,Endothall salts and esters,10763,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
38927,Methamidophos,12050,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
38928,Ethylene thiourea,10725,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
38933,Chlorpyrifos,12079,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39002,Benefin,10888,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39007,Delnav,12072,Uncategorized,Uncategorized,,No Match (unconfirmed)
39010,Disulfoton,10405,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39013,Dyfonate,12045,Uncategorized,Uncategorized,,No Match (unconfirmed)
39017,Kelthane,10946,Uncategorized,Uncategorized,,No Match (unconfirmed)
39030,Trifluralin,10879,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
39032,Pentachlorophenol,10396,Toxic Organics,Toxic Organics,Pentachlorophenol,Pentachlorophenol
