PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY,PARAMETER_CODE_CLEAN
51628,Perfluoroundecanoic acid,200000745,A,59,N,Y,2.0,,,,51628
51629,Perfluorododecanoic acid,200000747,A,59,N,Y,2.0,,,,51629
51630,Perfluorotridecanoic acid,200000748,A,59,N,Y,2.0,,,,51630
51631,Perfluorotetradecanoic acid,200000749,A,59,N,Y,2.0,,,,51631
51645,"Oxygen, dissolved [DO] minimum",3051,I,59,N,Y,,,,,51645
51646,"Oxygen, dissolved [DO] maximum",3051,I,59,N,Y,,,,,51646
51658,Ethanolamine,10275,A,59,N,Y,2.0,,,,51658
TSN3Z,Static Renewal 96HR Acute Americamysis bahia,4677,A,49,N,Y,,,,,TSN3Z
51671,"Molybdenum, potentially dissolved",6658,A,59,N,Y,2.0,,,,51671
51660,"Surfactants, anionic ",200000782,A,59,N,Y,1.0,,,,51660
TGN6J,Pass/Fail Static Renewal 96Hr Acute Menidia beryllina,4677,A,55,N,N,,,,,TGN6J
51666,"Flow rate, deck drainage",6599,A,65,N,Y,,,,,51666
TXM3C,LOEC Lethal Survival Static Renewal 48HR Acute Daphnia magna,4677,A,90,N,Y,,,,,TXM3C
51682,.lambda.-Cyhalothrin,200000901,A,10,N,Y,,.lambda.-Cyhalothrin,Uncommon,Uncommon,51682
51688,Diesel Oil Content,10292,A,162,N,Y,,,,,51688
51691,Fly ash,5357,A,57,N,Y,,,,,51691
51692,PCB-Aroclor [mixture unspecified],447,A,59,N,Y,2.0,,,,51692
51693,"Sludge weight, dry",6432,A,120,N,Y,,,,,51693
51679,C19-C36 Aliphatics,200000882,A,59,N,Y,2.0,,,,51679
49577,"Nitrite plus Nitrate, dry weight [as N]",10354,A,59,N,Y,1.0,,,,49577
T3P3B,NOEC Static Renewal 7Day Chronic Ceriodaphnia dubia,4677,A,16,,Y,,,,,T3P3B
1034D,"Chromium, total [as Cr] [per discharge]",1012,A,20,N,Y,2.0,,,,1034D
51702,Florfenicol,200001041,A,59,N,Y,2.0,,,,51702
1042D,"Copper, total [as Cu] [per discharge]",1165,A,20,N,Y,2.0,,,,1042D
1051D,"Lead, total [as Pb] [per discharge]",6562,A,20,N,Y,2.0,,,,1051D
TWP3C,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,55,N,N,,,,,TWP3C
81683,2-Butoxyethanol,10273,A,59,N,Y,2.0,,,,81683
73542,"Dibenz[a,j]acridine",200001082,A,59,N,Y,2.0,,,,73542
TLP3C,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Daphnia magna,4677,A,55,N,N,,,,,TLP3C
TPP3C,NOEC Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,,,,TPP3C
TOP3C,NOEC Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,,,,TOP3C
51709,Overflows,3041,A,155,N,Y,,,,,51709
51710,Whole Effluent Toxicity [WET] - C. dubia,4677,A,151,N,Y,,,,,51710
51713,Whole Effluent Toxicity [WET] - M. bahia,4677,A,151,N,Y,,,,,51713
51714,Whole Effluent Toxicity [WET] - P. promelas,4677,A,151,N,Y,,,,,51714
51715,C3 Dimer Acid/Salt,200001181,A,59,N,Y,,,,,51715
51689,Free Oil Visual Sheen,11681,A,162,N,Y,,,,,51689
51690,Thorium-230 + Thorium-232,200000961,A,9,N,Y,,,,,51690
TRP3X,IC25 Static Renewal 7 Day Chronic Daphnia ambigua,4677,A,16,N,Y,,,,,TRP3X
51674,Peracetic Acid,200001001,A,59,N,Y,2.0,Peracetic Acid,Uncommon,Uncommon,51674
51680,C9-C10 Aromatics,200000881,A,59,N,Y,2.0,,,,51680
51681,C11-C22 Aromatics,200000881,A,59,N,Y,2.0,,,,51681
51676,C5-C8 Aliphatics,200000882,A,59,N,Y,2.0,,,,51676
51677,C9-C12 Aliphatics,200000882,A,59,N,Y,2.0,,,,51677
51697,Dimethyl Benzyl Ammonium Chloride,200001023,A,59,N,Y,2.0,,,,51697
51696,Ethoxylated alkyl quaternary ammonium compound [generic],200001022,A,59,N,Y,2.0,,,,51696
46223,"Salts, Water Soluble in Soil",10447,A,47,N,Y,,,,,46223
51701,Potassium Amyl Xanthate [PAX],200001062,A,59,N,Y,2.0,,,,51701
51700,Methyl Isobutyl Carbinol,200001061,A,59,N,Y,2.0,,,,51700
1067D,"Nickel, total [as Ni] [per discharge]",2741,A,20,N,Y,2.0,,,,1067D
61225,3-Methylcholanthrene,200001081,A,59,N,Y,2.0,,,,61225
51705,Floating solids or visible foam-visual/days,11305,A,162,N,Y,,,,,51705
52160,"Sludge/Solids, depth",12208,A,105,N,Y,,,,,52160
51717,"Turbidity, sed stick",6638,A,105,N,Y,,,,,51717
51641,N-ethylperfluorooctane Sulfonamidoethanol,200000921,A,59,N,Y,2.0,,,,51641
51686,Imidacloprid [Neonicotinoid],200000941,A,59,N,Y,2.0,,,,51686
TAM3X,LC50 Static Renewal 48Hr Acute Daphnia ambigua,4677,A,16,N,Y,,,,,TAM3X
51687,Duration of Oxidant Addition,11230,A,51,N,Y,,,,,51687
77014,Isopropylamine,200000981,A,59,N,Y,2.0,,,,77014
51414,Thermal Discharge,4073,A,67,N,Y,,,,,51414
51675,Annual Nitrate Nitrogen Discharged,5713,A,59,N,Y,1.0,,,,51675
51678,C9-C18 Aliphatics,200000882,A,59,N,Y,2.0,,,,51678
51694,"Coliform, total - % samples exceeding limit",4146,A,16,N,Y,,,,,51694
51698,Nalco H150M,3545,A,59,N,Y,2.0,,,,51698
T3P6C,NOEC Static Renewal 7Day Chronic Pimephales promelas,4677,A,16,,Y,,,,,T3P6C
51695,"1,3-Butadiene",137,A,59,N,Y,2.0,,,,51695
51699,"Phosphorus, Total [Avg Seasonal Load Cap]",5889,A,59,N,Y,1.0,,,,51699
32223,"Chlorophyll A, corrected",11650,A,26,N,Y,,,,,32223
8082D,"BOD, carbonaceous [5 day, 20 C][per discharge]",10107,A,20,N,Y,1.0,,,,8082D
0530D,"Solids, total suspended [per discharge]",10486,A,20,N,Y,1.0,,,,530D
0610D,"Nitrogen, ammonia total [as N] [per discharge]",375,A,20,N,Y,1.0,,,,610D
0625D,"Nitrogen, Kjeldahl, total [as N] [per discharge]",2817,A,20,N,Y,1.0,,,,625D
1027D,"Cadmium, total [as Cd] [per discharge]",776,A,20,N,Y,2.0,,,,1027D
1077D,"Silver, total [as Ag] [per discharge]",3714,A,20,N,Y,2.0,,,,1077D
1092D,"Zinc, total [as Zn] [per discharge]",6352,A,20,N,Y,2.0,,,,1092D
7190D,"Mercury, total [as Hg] [per discharge]",2448,A,20,N,Y,2.0,,,,7190D
73546,Benzo[rst]pentaphene,200001083,A,59,N,Y,2.0,,,,73546
77801,Perylene,200001084,A,59,N,Y,2.0,,,,77801
78122,Benzo[j]fluoranthene,10175,A,59,N,Y,2.0,,,,78122
TRB3Z,% Survival Static 96Hr Acute Americamysis bahia,4677,A,16,N,Y,,% Survival Static 96Hr Acute Americamysis bahia,Uncommon,Uncommon,TRB3Z
51703,Head Loss,99999,A,105,N,Y,,,,,51703
51704,Sewer Backups,99999,A,140,N,Y,,,,,51704
51707,"Oil based fluids, non-aqueous based drilling fluids and cuttings",200001101,A,148,N,N,,,,,51707
51706,Corrosion Inhibitor,200001121,A,59,N,Y,,,,,51706
TYP3C,LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,,,,TYP3C
77043,1-Chloropropane,200001141,A,59,N,Y,2.0,,,,77043
TXP3C,LOEC Lethal Survival Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,,,,TXP3C
51711,Whole Effluent Toxicity [WET] - D. pulex,4677,A,151,N,Y,,,,,51711
51712,Whole Effluent Toxicity [WET] - M. beryllina,4677,A,151,N,Y,,,,,51712
51716,Precipitation volume,12114,A,121,N,Y,,,,,51716
51708,Penicillin G Potassium,200001161,A,59,N,Y,2.0,,,,51708
51720,"BOD, carbonaceous, 20-day, % Removal",10861,A,90,Y,Y,1.0,,,,51720
51725,"Flow, in conduit or thru treatment plant",5350,A,163,N,Y,,"Flow, in conduit or thru treatment plant",Flow,Flow,51725
51724,Fish feed used efficiency,200001241,A,90,N,Y,,,,,51724
61423,"Toxicity [chronic], Ceriodaphnia dubia",4245,A,16,N,Y,,,,,61423
TGS3W,Pass/Fail Static 20 Minute Fertilization Chronic Tripneustes gratilla,4677,A,156,N,N,,,,,TGS3W
61424,"Toxicity [chronic], Pimephales promelas [Fathead Minnow]",4245,A,16,N,Y,,,,,61424
0530S,"Solids, total suspended [per season]",10486,A,165,N,Y,1.0,,,,530S
0610S,"Nitrogen, ammonia total [as N] [per season]",375,A,165,N,Y,1.0,,,,610S
0310S,"BOD, 5-day, 20 deg. C [per season]",10178,A,165,N,Y,1.0,,,,310S
3556S,"2,3,7,8-Tetrachlorodibenzo-p-dioxin [per season]",10239,A,165,N,Y,2.0,,,,3556S
0665S,"Phosphorus, total [as P] [per season]",5889,A,165,N,Y,1.0,,,,665S
TCN6L,%Effect Static Renewal 96Hr Acute Atherinops affinis,4677,A,16,N,Y,,,,,TCN6L
TCN6J,%Effect Static Renewal 96Hr Acute Menidia beryllina,4677,A,16,N,Y,,,,,TCN6J
TGK3R,Pass/Fail Static 48Hr Chronic Haliotis rufescens,4677,A,55,N,N,,Pass/Fail Static 48Hr Chronic Haliotis rufescens,Uncommon,Uncommon,TGK3R
TGS3N,Pass/Fail Static 20 Minute Fertilization Chronic Dendraster excentricus,4677,A,55,N,N,,Pass/Fail Static 20 Minute Fertilization Chronic Dendraster excentricus,Uncommon,Uncommon,TGS3N
TGB3Q,Pass/Fail Static 96Hr Acute Holmesimysis costata,4677,A,55,N,N,,,,,TGB3Q
TGS3L,Pass/Fail Static 20 Minute Fertilization Chronic Strongylocentrotus purpuratus,4677,A,55,N,N,,Pass/Fail Static 20 Minute Fertilization Chronic Strongylocentrotus purpuratus,Uncommon,Uncommon,TGS3L
TGB6J,Pass/Fail Static 96Hr Acute Menidia beryllina,4677,A,55,N,N,,,,,TGB6J
51727,Screen Efficiency,200001323,A,16,N,Y,,,,,51727
51730,Fish/Shellfish Impinged,200001326,A,128,N,Y,,,,,51730
51726,Critical Dilution,200001261,A,16,N,N,,,,,51726
51734,Crop yield per day,11118,A,57,N,Y,,,,,51734
TCC1E,%Effect Static 4 Day Chronic Raphidocelis subcapitata,4677,A,16,N,Y,,%Effect Static 4 Day Chronic Raphidocelis subcapitata,Aquatic Toxicity,Aquatic Toxicity,TCC1E
51731,Poly[hexamethylenebiguanide] hydrochloride,200001341,A,59,N,Y,2.0,,,,51731
51736,"Dibenz[a,h]acridine",200001361,A,59,N,Y,2.0,,,,51736
174,"Digester gas, volume",11343,A,121,N,Y,,,,,174
72022,Reservoir storage,12183,A,121,N,Y,,Reservoir storage,Uncommon,Uncommon,72022
51735,"Volume, total",12484,A,121,N,Y,,"Volume, total",Uncommon,Uncommon,51735
51738,"Dibenzo[a,h]pyrene",200001363,A,59,N,Y,2.0,,,,51738
51740,"Magnesium, total [as Mg]",6699,A,124,N,Y,1.0,"Magnesium, total [as Mg]",Uncommon,Uncommon,51740
51742,Coagulants added [mass],11102,A,118,N,Y,,,,,51742
51746,Nonylphenol diethoxylate,200001383,A,59,N,Y,2.0,,,,51746
51718,"2-Ethyl-9,10-Anthraquinone",200001201,A,59,N,Y,2.0,,,,51718
51719,Nitrated Esters [NE],99999,A,59,N,Y,2.0,,,,51719
TGN6I,Pass/Fail Static Renewal 96Hr Acute Oncorhynchus mykiss,4677,A,55,N,N,,Pass/Fail Static Renewal 96Hr Acute Oncorhynchus mykiss,Uncommon,Uncommon,TGN6I
51721,Sodium Tolytriazole,200001202,A,59,N,Y,2.0,,,,51721
158,"Cyanide, free [amenable to chlorine]",5123,A,59,N,Y,2.0,,,,158
51732,Total Production - volume,12429,A,65,N,Y,,,,,51732
TCN3Z,% Effect Static Renewal 96Hr Acute Americamysis bahia,4677,A,16,N,Y,,,,,TCN3Z
TCP6L,%Effect Static Renewal 7 Day Chronic Atherinops affinis,4677,A,16,N,Y,,%Effect Static Renewal 7 Day Chronic Atherinops affinis,Uncommon,Uncommon,TCP6L
8691S,"2,3,7,8-Tetrachlorodibenzofuran [per season]",11181,A,165,N,Y,2.0,,,,8691S
TGP6L,Pass/Fail Static Renewal 7 Day Chronic Atherinops affinis,4677,A,55,N,N,,Pass/Fail Static Renewal 7 Day Chronic Atherinops affinis,Uncommon,Uncommon,TGP6L
TGK1D,Pass/Fail Static 48Hr Chronic Macrocystis pyrifera,4677,A,55,N,N,,Pass/Fail Static 48Hr Chronic Macrocystis pyrifera,Aquatic Toxicity,Aquatic Toxicity,TGK1D
TCK1D,%Effect Static 48Hr Chronic Macrocystis pyrifera,4677,A,16,N,Y,,%Effect Static 48Hr Chronic Macrocystis pyrifera,Uncommon,Uncommon,TCK1D
TCK3R,%Effect Static 48Hr Chronic Haliotis rufescens,4677,A,16,N,Y,,%Effect Static 48Hr Chronic Haliotis rufescens,Uncommon,Uncommon,TCK3R
TCS3N,%Effect Static 20Min Chronic Dendraster excentricus,4677,A,16,N,Y,,%Effect Static 20Min Chronic Dendraster excentricus,Uncommon,Uncommon,TCS3N
TGP6J,Pass/Fail Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,,,,TGP6J
TCS3L,%Effect Static 20Min Chronic Strongylocentrotus purpuratus,4677,A,16,N,Y,,%Effect Static 20Min Chronic Strongylocentrotus purpuratus,Uncommon,Uncommon,TCS3L
TCP6J,%Effect Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,,,,TCP6J
TGC1E,Pass/Fail Static 4 Day Chronic Raphidocelis subcapitata,4677,A,55,N,N,,Pass/Fail Static 4 Day Chronic Raphidocelis subcapitata,Aquatic Toxicity,Aquatic Toxicity,TGC1E
51728,Screen Area Blockage,200001324,A,164,N,Y,,,,,51728
51729,Intake Velocity Excusions,200001325,A,125,N,Y,,,,,51729
51733,"Iron, ferrous - present",11428,A,148,N,N,,,,,51733
51737,"Dibenzo[a,e]pyrene",200001362,A,59,N,Y,2.0,,,,51737
51739,"Sodium, total [as Na]",6802,A,124,N,Y,1.0,"Sodium, total [as Na]",Uncommon,Uncommon,51739
51741,"Calcium, total [as Ca]",8538,A,124,N,Y,1.0,"Calcium, total [as Ca]",Uncommon,Uncommon,51741
51743,Coagulants added [volume],11102,A,121,N,Y,,,,,51743
51744,Dilantin [Phenytoin],200001381,A,59,N,Y,2.0,,,,51744
51745,Iopromide,200001382,A,59,N,Y,2.0,,,,51745
51747,Meprobamate,200001401,A,59,N,Y,2.0,,,,51747
51748,Trimethoprim,200001408,A,59,N,Y,2.0,,,,51748
51749,Iohexol,200001402,A,59,N,Y,2.0,,,,51749
51750,Nonylphenol monoethoxylate,200001403,A,59,N,Y,2.0,,,,51750
51751,Octylphenol diethoxylate,200001404,A,59,N,Y,2.0,,,,51751
51752,Octylphenol monoethoxylate,200001405,A,59,N,Y,2.0,,,,51752
51753,Sulfamethoxazole,200001406,A,59,N,Y,2.0,,,,51753
51754,Tris[2-chloroethyl] phosphate [TCEP],200001407,A,59,N,Y,2.0,Tris[2-chloroethyl] phosphate [TCEP],Uncommon,Uncommon,51754
TGB6L,Pass/Fail Static 96Hr Acute Atherinops affinis,4677,A,148,N,N,,,,,TGB6L
T2I3D,IC25 Pass/Fail Static 24Hr Acute Daphnia pulex,4677,A,55,N,N,,,,,T2I3D
77548,Chloropicrin,12603,A,59,N,Y,2.0,,,,77548
T2I3E,IC25 Pass/Fail Static 24Hr Acute Americamysis bahia,4677,A,55,N,N,,,,,T2I3E
T6M6C,IC25 Lethal Static Renewal 48HR Acute Pimephales promelas,4677,A,16,N,Y,,,,,T6M6C
T7P6C,IC25 Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,16,N,Y,,,,,T7P6C
T6P6C,IC25 Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,16,N,Y,,,,,T6P6C
T7P6J,IC25 Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,,,,T7P6J
T6P3E,IC25 Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,,,,T6P3E
TYP6J,LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,,,,TYP6J
TXM6J,LOEC Lethal Survival Static Renewal 48HR Acute Menidia beryllina,4677,A,16,N,Y,,,,,TXM6J
TGA6A,Pass/Fail Static 48Hr Acute Cyprinodon variegatus,4677,A,55,N,N,,,,,TGA6A
T5P3B,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,N,N,,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Uncommon,Uncommon,T5P3B
T5P3E,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,N,N,,,,,T5P3E
51756,"2,4-Dinitroanisole",200001441,A,59,N,Y,2.0,,,,51756
TCJ3N,%Effect Static 72Hr Chronic Dendraster excentricus,4677,A,16,N,Y,,,,,TCJ3N
TCJ3L,%Effect Static 72Hr Chronic Strongylocentrotus purpuratus,4677,A,16,N,Y,,,,,TCJ3L
TGJ3N,Pass/Fail Static 72Hr Chronic Dendraster excentricus,4677,A,55,N,N,,,,,TGJ3N
TGJ3L,Pass/Fail Static 72Hr Chronic Strongylocentrotus purpuratus,4677,A,55,N,N,,Pass/Fail Static 72Hr Chronic Strongylocentrotus purpuratus,Uncommon,Uncommon,TGJ3L
TGF1C,"Pass/Fail Static 48Hr Chronic, 5-7 Day Rec. Champia parvula",4677,A,55,N,N,,,,,TGF1C
TCF1C,"%Effect Static 48Hr Chronic, 5-7 Day Rec. Champia parvula",4677,A,16,N,Y,,,,,TCF1C
TTF1C,"Static 48 Hr Chronic, 5-7 Day Rec. Champia parvula",4677,A,49,N,Y,,,,,TTF1C
TCK3S,%Effect Static 48Hr Chronic Mytilus Species,4677,A,16,N,Y,,,,,TCK3S
TGK3S,Pass/Fail Static 48Hr Chronic Mytilus Species,4677,A,55,N,N,,,,,TGK3S
TGK3O,Pass/Fail Static 48Hr Chronic Crassostrea gigas,4677,A,55,N,N,,,,,TGK3O
TGP3Q,Pass/Fail Static Renewal 7 Day Chronic Holmesimysis costata,4677,A,55,N,N,,,,,TGP3Q
T6M3C,IC25 Lethal Static Renewal 48HR Acute Daphnia magna,4677,A,16,N,Y,,,,,T6M3C
T4M3B,IC25 Low Flow Pass/Fail Lethal Static Renewal 48Hr Acute Ceriodaphnia dubia,4677,A,55,N,N,,,,,T4M3B
T6M3B,IC25 Lethal Static Renewal 48HR Acute Ceriodaphnia dubia,4677,A,16,N,Y,,,,,T6M3B
T4P3B,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,N,N,,,,,T4P3B
T4P6C,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,55,N,N,,,,,T4P6C
T4N3C,IC25 Low Flow Pass/Fail Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,55,N,N,,,,,T4N3C
T6N3C,IC25 Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,16,N,Y,,,,,T6N3C
T5N3C,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,55,N,N,,,,,T5N3C
T7N3C,IC25 Sub-Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,16,N,Y,,,,,T7N3C
T4P3E,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,N,N,,,,,T4P3E
T4P6J,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,,,,T4P6J
77586,o-Phenylphenol,10507,A,59,N,Y,2.0,,,,77586
46356,Biotic Index,200001521,A,39,N,N,,,,,46356
51760,Galaxolide,200001561,A,59,N,Y,2.0,,,,51760
51761,"TDCPP [Tris[1,3-dichloro-2-propyl] phosphate]",200001562,A,59,N,Y,2.0,"TDCPP [Tris[1,3-dichloro-2-propyl] phosphate]",Uncommon,Uncommon,51761
51762,TCPP [Tris [1-chloro-2-propyl] phosphate],10049,A,59,N,Y,2.0,TCPP [Tris [1-chloro-2-propyl] phosphate],Uncommon,Uncommon,51762
51763,APELs Requested?,99999,A,55,N,N,,,,,51763
51767,"Radium, total",3569,A,9,N,Y,,,,,51767
77631,"3,4-Dinitrotoluene",200001641,A,59,N,Y,2.0,,,,77631
0720A,Cyanide,5123,A,17,N,Y,2.0,Cyanide,Inorganics,Toxic Inorganics,720A
1034A,Chromium,1012,A,17,N,Y,2.0,Chromium,Metals,Chromium,1034A
1092A,Zinc,6352,A,17,N,Y,2.0,Zinc,Metals,Zinc,1092A
7824A,Total Toxic Organics,10487,A,17,N,Y,2.0,,,,7824A
51769,"3,3'-Dimethoxybenzidine",200000582,A,59,N,Y,2.0,,,,51769
78123,"4,4'-Methylenebis[2-chloroaniline]",10117,A,59,N,Y,2.0,,,,78123
73505,2-Propen-1-ol,10053,A,59,N,Y,2.0,,,,73505
51770,"Arsenic, trivalent total",10833,A,59,N,Y,2.0,,,,51770
78884,Oryzalin,10171,A,59,N,Y,2.0,,,,78884
1325,"Algae, suspended",10795,A,133,N,Y,,,,,1325
73647,Thiourea,4078,A,59,N,Y,2.0,,,,73647
51771,Coal ash,10104,A,59,N,Y,,,,,51771
51774,Calcium oxide,11038,A,59,N,Y,1.0,,,,51774
51775,Iron oxide,2218,A,59,N,Y,1.0,,,,51775
51776,Magnesium oxide,10332,A,59,N,Y,1.0,,,,51776
51777,Manganese oxide,200001682,A,59,N,Y,1.0,,,,51777
51778,Phosphorus Pentoxide,200001683,A,59,N,Y,1.0,,,,51778
51779,Potassium oxide,12110,A,59,N,Y,1.0,,,,51779
51780,Silica [Silicone dioxide],3708,A,59,N,Y,1.0,,,,51780
51788,"Flow, discharge",5350,A,66,N,Y,,,,,51788
51790,"Flow, reclamation",5350,A,66,N,Y,,,,,51790
51789,"Flow, irrigation",5350,A,66,N,Y,,,,,51789
51782,Benzopyrene,630,A,59,N,Y,2.0,,,,51782
51783,Fecal Matter,1765,A,59,N,Y,,,,,51783
51784,"Benzene, calculated limit",603,A,59,N,Y,2.0,,,,51784
51785,"Lead, calculated limit",6562,A,59,N,Y,2.0,,,,51785
51786,"Phenol, calculated limit",3321,A,59,N,Y,2.0,,,,51786
51787,"Thallium, calculated limit",4068,A,59,N,Y,2.0,,,,51787
51791,"Heterotrophic bacteria, total",200001721,A,22,N,Y,,,,,51791
51796,Run time,200001762,A,127,N,Y,,,,,51796
T4M6C,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Pimephales promelas,4677,A,55,N,N,,,,,T4M6C
T4M6J,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia beryllina,4677,A,55,N,N,,,,,T4M6J
T2I6C,IC25 Pass/Fail Static 24Hr Acute Pimephales promelas,4677,A,55,N,N,,,,,T2I6C
T5P6J,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,,,,T5P6J
T4M3D,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,4677,A,55,N,N,,,,,T4M3D
T6M3D,IC25 Lethal Static Renewal 48HR Acute Daphnia pulex,4677,A,16,N,Y,,,,,T6M3D
T7P3B,IC25 Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,,,,T7P3B
T6M6B,IC25 Lethal Static Renewal 48HR Acute Menidia menidia,4677,A,16,N,Y,,,,,T6M6B
T6M3E,IC25 Lethal Static Renewal 48HR Acute Americamysis bahia,4677,A,16,N,Y,,,,,T6M3E
T4M3E,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Americamysis bahia,4677,A,55,N,N,,,,,T4M3E
T5P6C,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,55,N,N,,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,Uncommon,Uncommon,T5P6C
T2I6J,IC25 Pass/Fail Static 24Hr Acute Menidia beryllina,4677,A,55,N,N,,,,,T2I6J
T6P3B,IC25 Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,,,,T6P3B
13503,"Strontium 90, dissolved",12285,A,9,N,Y,,,,,13503
T7P3E,IC25 Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,,,,T7P3E
TXP6J,LOEC Lethal Survival Static Renewal 7 Day Chronic  Menidia beryllina,4677,A,16,N,Y,,,,,TXP6J
T2I3C,IC25 Pass/Fail Static 24Hr Acute Daphnia magna,4677,A,55,N,N,,,,,T2I3C
T4M3C,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia magna,4677,A,55,N,N,,,,,T4M3C
T6P6J,IC25 Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,,,,T6P6J
51755,Dixylylethane [DEX],200001421,A,59,N,Y,2.0,,,,51755
TGK3P,Pass/Fail Static 48Hr Chronic Mytilus edulis,4677,A,55,N,N,,,,,TGK3P
TCK3P,%Effect Static 48Hr Chronic Mytilus edulis,4677,A,16,N,Y,,,,,TCK3P
TCK3O,%Effect Static 48Hr Chronic Crassostrea gigas,4677,A,16,N,Y,,,,,TCK3O
TCP3Q,%Effect Static Renewal 7 Day Chronic Holmesimysis costata,4677,A,16,N,Y,,,,,TCP3Q
51757,"Tetrahydroxymethylphosphonium chloride, THPC",200001481,A,59,N,Y,2.0,,,,51757
77736,"1,2,3,4-Tetrachlorobenzene",200001501,A,59,N,Y,2.0,,,,77736
51758,Fipronil,200001541,A,59,N,Y,2.0,Fipronil,Toxic Organics,Toxic Organics,51758
51759,Diclofenac,200001542,A,59,N,Y,2.0,,,,51759
51765,Percent Base Saturation,200001601,A,16,N,N,,,,,51765
51764,Phosphorus Adsorption,5889,A,10,N,N,,,,,51764
51766,Hydroxide,2111,A,59,N,Y,1.0,Hydroxide,Uncommon,Uncommon,51766
51768,"Radium, dissolved",3569,A,9,N,Y,,,,,51768
1105A,Aluminum,360,A,144,N,Y,,Aluminum,Metals,Aluminum,1105A
39140,Creosote [Coal Tar],8418,A,59,N,Y,2.0,,,,39140
81562,Butyraldehyde,10179,A,59,N,Y,2.0,,,,81562
73648,Toluenediamine,10169,A,59,N,Y,2.0,,,,73648
61280,Gasoline,6583,A,59,N,Y,2.0,,,,61280
74206,Soil Erodibility Potential,200001661,A,167,N,N,,,,,74206
26,Toxics,6798,A,59,N,Y,2.0,,,,26
82340,Picric acid,10381,A,59,N,Y,2.0,,,,82340
51772,Aluminum oxide,365,A,59,N,Y,1.0,,,,51772
51773,Barium oxide,200001681,A,59,N,Y,1.0,,,,51773
51781,Sodium oxide,200001685,A,59,N,Y,1.0,,,,51781
82700,Clostridium perfringens,200001701,A,96,N,Y,,,,,82700
601,"Nitrogen, total",2817,A,100,N,Y,1.0,,,,601
51792,Tetramethylammonium chloride,200001741,A,59,N,Y,2.0,,,,51792
51793,"pH range excursions, greater than 30 minutes",10510,A,141,N,Y,,,,,51793
