PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG
TDA3B,Noael Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,
TDA3D,Noael Static 48Hr Acute D. Pulex,4677,A,16,,Y,
TDA3E,Noael Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,
TDA6B,Noael Static 48Hr Acute Menidia,4677,A,16,,Y,
TDA6C,Noael Static 48Hr Acute Pimephales,4677,A,16,,Y,
TDA6E,NOEAL Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TDA6F,Noael Static 48Hr Acute Salvel. Salmonid,4677,A,16,,Y,
TDB6E,Noael Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TDC6E,Noael Static 4Day Chronic Lepomis Macrochirus,4677,A,16,,Y,
TDD6E,Noael Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,
TDE1B,Noael 1Hr Chronic L. Minor,4677,A,16,,Y,
TDE6E,NOAEL Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,
TDM1A,Noael Statre 48Hr Acute Selen. Capr.,4677,A,16,,Y,
TDM1B,Noael Statre 48Hr Acute L. Minor,4677,A,16,,Y,
TDM1C,Noael Statre 48Hr Acu. Champia,4677,A,16,,Y,
TDM3A,Noael Statre 48Hr Acute Arbacia,4677,A,16,,Y,
TDM3B,Noael Statre 48Hr Acute Ceriodaphnia,4677,A,16,,Y,
TDM3C,Noael Statre 48Hr Acute D. Magna,4677,A,16,,Y,
TDM3D,Noael Statre 48Hr Acute D. Pulex,4677,A,16,,Y,
TDM3E,Noael Statre 48Hr Acute Mysid. Bahia,4677,A,16,,Y,
TDM6A,Noael Statre 48Hr Acute Cyprinodon,4677,A,16,,Y,
TDM6B,Noael Statre 48Hr Acute Menidia,4677,A,16,,Y,
1155,"Tungsten, dissolved",10491,A,59,,Y,2
1162,"Zirconium, total",6372,A,59,,Y,2
1167,"Selenium, acid soluble",3666,A,59,,Y,2
1168,Indium,11418,A,59,,Y,2
1169,Metals toxicity ratio,11654,A,59,,Y,2
1170,"Iron, total dry weight [as Fe]",2215,A,59,,Y,
1171,"Platinum, total [as Pt]",12099,A,59,,Y,2
1182,"Lanthanum, total",11639,A,59,,Y,2
1210,"Palladium, total [as Pd]",11984,A,59,,Y,2
1220,"Chromium, hexavalent dissolved [as Cr]",10214,A,59,,Y,2
1242,"Rhenium, total",12187,A,59,,Y,
1243,"Hafnium, total",11375,A,59,,Y,
1251,Aluminum,360,A,107,,Y,1
1252,Arsenic,467,A,108,,Y,
1253,Cadmium,776,A,107,,Y,2
1254,Chromium,1012,A,107,,Y,2
1255,"Chromium, hexavalent",10214,A,107,,Y,2
1256,Copper,1165,A,107,,Y,2
1257,Cyanide [A],5123,A,59,,Y,2
1258,Iron,2215,A,107,,Y,1
1259,Lead,6562,A,107,,Y,2
1260,Mercury,2448,A,107,,Y,2
1261,Nickel,2741,A,107,,Y,2
1262,Tin,6151,A,107,,Y,2
1263,Silver,3714,A,107,,Y,2
1264,Zinc,6352,A,107,,Y,2
1265,Settling index as pertaining to wells,12210,A,59,,Y,
1266,Pressure as pertaining to wells,12116,A,93,,Y,
51585,Imazapyr,200000306,A,59,N,Y,2
TRX6L,% Survival Flow Through 96Hr Acute Atherinops affinis,4677,A,16,N,Y,
78878,Kerosene,10319,A,59,N,Y,2
50,Evaporation Total,200000421,A,95,N,N,
TSX6L,Flow Through 96Hr Acute Atherinops Affinis,4677,A,49,N,Y,
TGX6C,Pass/Fail Flow Through 96Hr Acute Pimephales promelas,4677,A,151,N,Y,
51559,"Drilling Fluids, Discharge Rate Occurrences",11222,A,52,N,Y,
51569,"[1,1,3,3-Tetramethylbutyl]phenol",200000143,A,59,N,Y,2
51567,3-methylphenol and 4-methylphenol Combination,200000142,A,59,N,Y,2
51565,"1,2,3-Trimethyl Benzene",4324,A,59,N,Y,2
1308,"Aluminum, potentially dissolvd",360,A,59,,Y,1
1309,"Arsenic, potentially dissolved",467,A,59,,Y,2
1310,Gas bubble severity,11342,A,50,,Y,
1311,"Barium, potentially dissolvd",572,A,59,,Y,2
1312,"Beryllium, potentially dissolvd",4915,A,59,,Y,2
1313,"Cadmium, potentially dissolvd",776,A,59,,Y,2
1314,"Chromium, trivalent, potentially dissolvd",10215,A,59,,Y,2
1316,Sludge build-up in water,12215,A,106,,Y,1
1317,"Iron, potentially dissolvd",2215,A,59,,Y,1
1318,"Lead, potentially dissolvd",6562,A,59,,Y,2
1319,"Manganese, potentially dissolvd",2423,A,59,,Y,1
1321,"Mercury, potentially dissolvd",2448,A,59,,Y,2
1322,"Nickel, potentially dissolvd",2741,A,59,,Y,2
1323,"Selenium, potentially dissolvd",3666,A,59,,Y,2
1324,"Thallium, potentially dissolvd",4068,A,59,,Y,2
1326,"Uranium, potentially dissolvd",6439,A,59,,Y,2
1330,"Odor, atmospheric [severity]",11897,A,50,,Y,
1331,Taste [severity],12366,A,132,,Y,
1336,Runoff-spray irrigation field to stream,12190,A,132,,Y,
1340,"Fish, dead [severity]",11143,A,132,,Y,
667,"Phosphorus, dissolved reactive [drp as P]",5889,A,59,,Y,1
668,"Phosphorous, total, in bottom deposits",5889,A,59,,Y,1
670,"Phosphorous, total organic [as P]",5889,A,59,,Y,1
671,"Phosphate, ortho, dissolved [as P]",5878,A,59,,Y,1
679,"Carbon, tot organic [TOC] per 1000 gals.",6656,A,59,,Y,1
680,"Carbon, tot organic [TOC]",6656,A,59,,Y,1
681,"Carbon, dissolved organic [as C]",6656,A,59,,Y,2
685,"Carbon, total inorganic [as C]",6656,A,59,,Y,1
696,Nitrofurans,11338,A,59,,Y,2
697,Acetic acid,255,A,59,,Y,2
698,Boric acid,10986,A,59,,Y,1
700,"Acids, total volatile [as acetic acid]",10792,A,59,,Y,2
718,"Cyanide, weak acid, dissociable",5123,A,59,,Y,2
719,"Cyanide, free-water plus wastewaters",5123,A,59,,Y,2
720,"Cyanide, total [as CN]",5123,A,59,,Y,2
721,Cyanide in bottom deposits [dry wgt],5123,A,59,,Y,2
722,"Cyanide, free [amen. to chlorination]",5123,A,59,,Y,2
723,"Cyanide, dissolved std method",5123,A,59,,Y,2
724,Cyanide complexed to range of compound,5123,A,59,,Y,2
725,Cyanate [as OCN],11120,A,59,,Y,2
726,Sodium chlorate,10204,A,59,,Y,2
727,Sodium dichromate,10209,A,59,,Y,2
728,Sodium nitrite,2838,A,59,,Y,1
730,Thiocyanate [as SCN],12400,A,59,,Y,2
740,Sulfite [as SO3],12287,A,59,,Y,1
741,Sulfite [as S],12287,A,59,,Y,1
745,"Sulfide, total [as S]",6106,A,59,,Y,1
746,"Sulfide, dissolved, [as S]",6106,A,59,,Y,1
760,"Sulfite waste liquor, Pearl Benson index",12287,A,59,,Y,1
900,"Hardness, total [as CaCO3]",12425,A,59,,Y,1
51568,Nonylphenol,10395,A,59,N,Y,2
51570,Sulfolane,10481,A,10,N,Y,2
51561,Potassium Acetate,10087,A,59,N,Y,1
51555,Diethylene Glycol,1444,A,59,N,Y,2
TGA3Y,Pass/Fail Static 48Hr Acute Hyalella azteca,4677,A,55,N,N,
51566,tert-Butylphenol,200000141,A,59,N,Y,2
51564,Spray to Rest Ratio,12267,A,86,N,Y,
51571,Sulfolane,10481,A,70,N,Y,2
51556,PCBs Wet Weather Analysis,10001,A,59,N,Y,2
51557,PCBs Dry Weather Analysis,10001,A,59,N,Y,2
4607,Azithromycin,12634,A,59,N,Y,2
4608,Carbamazepine,99999,A,59,N,Y,2
4609,Ciprofloxacin,12635,A,59,N,Y,2
4610,Gemfibrozil,99999,A,59,N,Y,2
4611,Ibuprofen,12636,A,59,N,Y,2
4612,Iodinated Contrast Media,2208,A,59,N,Y,
4613,Lipitor [Atorvastatin Calcium],99999,A,59,N,Y,2
4614,Methadone,99999,A,59,N,Y,2
4615,Morphine,99999,A,59,N,Y,2
4616,Ethinyl Estradiol,12637,A,59,N,Y,2
4617,Triclosan,6215,A,59,N,Y,2
4619,Nonylphenol Polyethoxylates,99999,A,59,N,Y,2
4621,Octylphenol Polyethoxylates,99999,A,59,N,Y,2
4622,Polybrominated Diphenyl Ethers,10902,A,59,N,Y,2
4623,Estrone,12640,A,59,N,Y,2
22401,Rotenolone,99999,A,59,N,Y,2
50312,4-Chloroaniline,10885,A,59,N,Y,2
51547,Amoxicillin,12641,A,59,N,Y,2
51548,Ampicillin,12642,A,59,N,Y,2
51549,Cefadroxil,99999,A,59,N,Y,2
51550,Cefdinir,99999,A,59,N,Y,2
51551,Cefprozil,99999,A,59,N,Y,2
51552,Cephalexin,99999,A,59,N,Y,2
51553,Dicloxacillin,99999,A,59,N,Y,2
61227,4-Chlorotoluene,12581,A,59,N,Y,2
73522,"2,2'-Oxybis[1-Chloropropane]",12148,A,59,N,Y,2
77333,Diethylene Glycol Monoethyl Ether,12643,A,59,N,Y,2
77403,Salicylic Acid,12644,A,59,N,Y,2
77745,Nonylphenol,10395,I,59,N,Y,2
51562,Chlorine Dioxide Application Rate,10206,A,104,N,Y,
51563,Kappa Factor,99999,A,15,N,Y,
51573,"Color, spectrophoto, water smpl at 7.6 pH",7415,A,12,N,Y,
51576,Compliance With Best Management Practices,12429,A,148,N,N,
51580,Rate of Discharge,200000282,A,20,N,Y,
51590,Glutaraldehyde,10375,A,59,N,Y,2
51591,"BOD, 5-day, 20 deg. C",10178,A,118,N,Y,1
51582,"Detergents, Total",1363,A,59,N,Y,1
TGP3A,Pass/Fail Static Renewal 7 Day Chronic Arbacia,4677,A,55,N,N,
51578,"Stream Flow, Start of Discharge",99999,A,65,N,Y,
TRA6C,% Survival Static 48Hr Acute Pimephales promelas,4677,A,16,N,Y,
1239,"Niobium, Total",2760,A,59,N,Y,2
51600,"pH Range Excursion, Maximum Duration",99999,A,126,N,Y,
51601,"Enteric viruses, sludge, dry weight",12477,A,160,N,Y,
TRP6B,IC25 Static Renewal 7 Day Chronic Menidia menidia,4677,A,16,N,Y,
TRP3E,IC25 Static Renewal 7 Day Chronic Mysidopsis bahia,4677,A,16,N,Y,
51587,Penoxsulam,200000304,A,59,N,Y,2
51581,Arochlor 1268,460,A,59,N,Y,2
51588,Fluridone,200000303,A,59,N,Y,2
51586,Triclopyr,200000305,A,59,N,Y,2
29865,Americium-241,200000307,A,9,N,Y,
51575,Free Oil,11681,A,52,N,Y,
39487,Polychlorinated Biphenyls [PCBs] Pass/Fail,10001,A,55,N,N,
85872,Compliance With Part I.B.10.A.?,99999,A,55,N,N,
TFO6B,Half Low Flow Pass/Fail Static Renewal 7 Day Chronic Menidia menidia,4677,A,55,N,N,
51583,Free cationic polymer,99999,A,59,N,Y,
51584,Total Petroleum Hydrocarbons - Jet Fuel,10319,A,59,N,Y,1
51595,"Fuel oil, no. 6",2857,A,59,N,Y,1
TRX6J,% Survival Flow Through 96Hr Acute Menidia beryllina,4677,A,16,N,Y,
51594,"Fuel oil, no. 5",200000345,A,59,N,Y,1
51599,"Particulate Organic Carbon, Total",10365,A,118,N,Y,1
TSB6A,Static 96Hr Acute Cyprinodon variegatus,4677,A,49,N,Y,
TGW6C,Pass/Fail Flow Through 48Hr Acute Pimephales promelas,4677,A,49,N,Y,
51572,n-Propyl Bromide,200000221,A,59,N,Y,1
51577,Priority Pollutant Results,12429,A,156,N,N,
51579,"Stream Flow, End of Discharge",99999,A,65,N,Y,
TTP3Z,Static Renewal 7-Day Chronic Americamysis bahia,4677,A,49,N,Y,
51589,Carfentrazone,200000302,A,59,N,Y,2
22014,Plutonium-239,200000308,A,9,N,Y,
22012,Plutonium-238,200000361,A,9,N,Y,
78919,"Fuel oil, no. 2",2856,A,59,N,Y,1
51593,"Fuel oil, no. 4",8,A,59,N,Y,1
51592,"Diesel oil, no. 2",6,A,59,N,Y,1
TGN6L,Pass/Fail Static Renewal 96Hr Acute Atherinops affinis,4677,A,55,N,N,
82721,Dibromoacetic acid [DBAA],200000461,A,59,N,Y,2
51535,Haloacetic acids [HAA5],200000181,A,59,N,Y,2
82723,Trichloroacetic acid [TCAA],10089,A,59,N,Y,2
51605,Dichloroacetic acid [DCAA],200000462,A,59,N,Y,2
51606,Monobromoacetic acid [MBAA],200000463,A,59,N,Y,2
51615,Total Group II Polycyclic Aromatic Hydrocarbons,10100,A,59,N,Y,2
85873,BMP Certification Submittal?,99999,A,55,N,N,
51622,Limiting Nutrient [Nitrogen or Phosphorus],99999,A,152,N,N,
51621,Sodium Bromide/Sodium Hypochlorite Ratio,99999,A,15,N,Y,
51613,Sodium Absorption Ratio,6802,A,33,N,Y,
51614,Total Group I Polycyclic Aromatic Hydrocarbons,10100,A,59,N,Y,2
TRI3W,% Survival Static 24Hr Acute Tripneustes gratilla,4677,A,16,N,Y,
51616,Transparency,200000541,A,105,N,Y,
51617,E. coli exceedances,10251,A,168,N,Y,
51619,Seafood Processing Waste,8719,A,92,N,Y,
197,"Evaporation, Accumulated",200000421,A,105,N,Y,
997,"Arsenic, Inorganic",467,A,59,N,Y,2
51602,"1,2,3-Benzotriazole",200000501,A,59,N,Y,2
51603,4-Methyl-Benzotriazole,10699,A,59,N,Y,2
51604,5-Methyl-Benzotriazole,10699,A,59,N,Y,2
51607,Cesium 137,12605,A,9,N,Y,
51608,Liner Leakage Rate,99999,A,25,N,Y,
51609,GB Agent,200000503,A,59,N,Y,2
51610,VX Agent,10398,A,59,N,Y,2
51611,Diethylenetriamine [DETA],10011,A,59,N,Y,2
51612,Dipropylene Glycol,200000502,A,59,N,Y,2
TDA3Z,NOAEL Static 48Hr Acute Americamysis bahia,4677,A,90,N,Y,
TSA3Z,Static 48Hr Acute  Americamysis bahia,4677,A,49,N,Y,
TGN3Q,Pass/Fail Static Renewal 96Hr Acute Holmesimysis costata,4677,A,55,N,Y,
51618,Enterococci - % of upper confidence limit,11237,A,16,N,Y,
51620,Calcium Dimethyldithiocarbamate,200000561,A,59,N,Y,2
51463,Cycles Of Concentration,12560,A,161,N,Y,
51654,5-Chloro-2-methyl-4-isothiazolin-3-one,200000721,A,59,N,Y,2
51655,2-methyl-4-isothiazolin-3-one,200000722,A,59,N,Y,2
51650,Calcium sulfate,10466,A,59,N,Y,1
3792,Sodium dodecylbenzene sulfonate,200000581,A,59,N,Y,2
51651,Glyoxal,200000621,A,59,N,Y,2
50785,"Phosphorus, ortho",5889,A,59,N,Y,1
TRN3Z,% Survival Static Renewal 96Hr Acute Americamysis bahia,4677,A,16,N,Y,
TRN3Q,% Survival Static Renewal 96Hr Acute Holmesimysis costata,4677,A,16,N,Y,
78901,"2-Amino-4,6-dinitrotoluene",200000703,A,59,N,Y,2
51652,Total Petroleum Hydrocarbons - Waste Oil,7435,A,59,N,Y,1
77394,2-Nitrotoluene,200000704,A,59,N,Y,2
45622,"1,3-Dinitrobenzene",200000701,A,59,N,Y,2
76987,"4-Amino-2,6-dinitrotoluene",200000702,A,59,N,Y,2
46341,3-Nitrotoluene,200000705,A,59,N,Y,2
77395,4-Nitrotoluene,10145,A,59,N,Y,2
51656,Phosphonocarboxylic Acid Salt,200000723,A,59,N,Y,2
51657,Phosno-Butanetricarboxylic Acid Salt,200000724,A,59,N,Y,2
51649,1-Chloro-2-nitrobenzene,200000586,A,59,N,Y,1
51647,"3,3'-Dimethylbenzidine",12520,A,59,N,Y,2
77286,3-Chloroaniline,200000583,A,59,N,Y,2
78004,Diphenamid,200000584,A,59,N,Y,2
51648,m-Toluidine,200000585,A,59,N,Y,2
51653,Polyacrylamide,200000681,A,59,N,Y,2
77263,Guaiacol [2-methoxyphenol],200000641,A,59,N,Y,2
51663,"Phosphorus, insoluble",5889,A,59,N,Y,1
TGN3Z,Pass/Fail Static Renewal 96Hr Acute Americamysis bahia,4677,A,55,N,N,
51667,"Flow rate, domestic ",6599,A,65,N,Y,
51668,"Flash point, deg F [40 CFR 403/261.21]",200000823,A,8,N,Y,
51670,"Nitrogen, total, percent removal [%]",2817,A,16,Y,N,
943,"Chloride, total recoverable",5033,A,59,N,Y,1
80155,"Sediment, suspended",6613,A,59,N,Y,
51683,Total Petroleum Hydrocarbons - Diesel and Waste Oil,200000903,A,59,N,Y,1
51632,Perfluorobutane Sulfonate,200000750,A,59,N,Y,2
51633,Perfluorohexane Sulfonate,200000751,A,59,N,Y,2
51634,Perfluoroheptane Sulfonate,200000752,A,59,N,Y,2
51635,Perfluorodecane Sulfonate,200000753,A,59,N,Y,2
51643,2-[N-ethylperfluorooctanesulfonamido] acetic acid,200000761,A,59,N,Y,2
51644,2-[N-methylperfluorooctanesulfonamido] acetic acid,200000762,A,59,N,Y,2
51684,Giardia,1916,A,96,N,Y,
3781,Cypermethrin,200000902,A,10,N,Y,2
51659,Dimethyldithiocarbamate,200000781,A,59,N,Y,2
TSN3Q,Static Renewal 96HR Acute Holmesimysis costata,4677,A,49,N,Y,
51430,"Surfactants, nonionic",200000783,A,59,N,Y,1
51662,"Nitrogen, Kjeldahl,Total  [TKN], insoluble",2817,A,59,N,Y,1
51661,Ethyl acrylate,200000801,A,59,N,Y,2
51665,Sanitary and Domestic Foam or Floating Solids,11305,A,134,N,Y,
TGN6A,Pass/Fail Static Renewal 96Hr Acute Cyprinodon variegatus,4677,A,55,N,N,
51664,Number of pumps in operation,99999,A,128,N,Y,
51669,Utilization rate,99999,A,90,N,Y,
51672,Chlorhexidine diacetate,200000861,A,59,N,Y,2
51673,Coconut Diethanolamide,200000862,A,59,N,Y,2
TSB3Z,Static Renewal 96Hr Acute Americamysis bahia,4677,A,49,N,Y,
51636,8:2 Fluorotelomer Alcohol,200000754,A,59,N,Y,2
51637,10:2 Fluorotelomer Alcohol,200000755,A,59,N,Y,2
51638,8:2 Fluorotelomer Acrylate,200000756,A,59,N,Y,2
51639,10:2 Fluorotelomer Acrylate,200000757,A,59,N,Y,2
51642,N-methylperfluorooctane Sulfonamidoethanol,200000759,A,59,N,Y,2
51623,Perfluoropentanoic acid,200000741,A,59,N,Y,2
51624,Perfluorohexanoic acid,200000742,A,59,N,Y,2
51625,Perfluoroheptanoic acid,200000743,A,59,N,Y,2
51626,Perfluorononanoic acid,200000744,A,59,N,Y,2
51627,Perfluorodecanoic acid,200000746,A,59,N,Y,2
51628,Perfluoroundecanoic acid,200000745,A,59,N,Y,2
51629,Perfluorododecanoic acid,200000747,A,59,N,Y,2
51630,Perfluorotridecanoic acid,200000748,A,59,N,Y,2
51631,Perfluorotetradecanoic acid,200000749,A,59,N,Y,2
51645,"Oxygen, dissolved [DO] minimum",3051,I,59,N,Y,
51646,"Oxygen, dissolved [DO] maximum",3051,I,59,N,Y,
51658,Ethanolamine,10275,A,59,N,Y,2
TSN3Z,Static Renewal 96HR Acute Americamysis bahia,4677,A,49,N,Y,
51671,"Molybdenum, potentially dissolved",6658,A,59,N,Y,2
51660,"Surfactants, anionic ",200000782,A,59,N,Y,1
TGN6J,Pass/Fail Static Renewal 96Hr Acute Menidia beryllina,4677,A,55,N,N,
51666,"Flow rate, deck drainage",6599,A,65,N,Y,
TXM3C,LOEC Lethal Survival Static Renewal 48HR Acute Daphnia magna,4677,A,90,N,Y,
51682,.lambda.-Cyhalothrin,200000901,A,10,N,Y,
51688,Diesel Oil Content,10292,A,162,N,Y,
51691,Fly ash,5357,A,57,N,Y,
51692,PCB-Aroclor [mixture unspecified],447,A,59,N,Y,2
51693,"Sludge weight, dry",6432,A,120,N,Y,
51679,C19-C36 Aliphatics,200000882,A,59,N,Y,2
49577,"Nitrite plus Nitrate, dry weight [as N]",10354,A,59,N,Y,1
T3P3B,NOEC Static Renewal 7Day Chronic Ceriodaphnia dubia,4677,A,16,,Y,
1034D,"Chromium, total [as Cr] [per discharge]",1012,A,20,N,Y,2
51702,Florfenicol,200001041,A,59,N,Y,2
1042D,"Copper, total [as Cu] [per discharge]",1165,A,20,N,Y,2
1051D,"Lead, total [as Pb] [per discharge]",6562,A,20,N,Y,2
TWP3C,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,55,N,N,
81683,2-Butoxyethanol,10273,A,59,N,Y,2
73542,"Dibenz[a,j]acridine",200001082,A,59,N,Y,2
TLP3C,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Daphnia magna,4677,A,55,N,N,
TPP3C,NOEC Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,
TOP3C,NOEC Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,
51709,Overflows,3041,A,155,N,Y,
51710,Whole Effluent Toxicity [WET] - C. dubia,4677,A,151,N,Y,
51713,Whole Effluent Toxicity [WET] - M. bahia,4677,A,151,N,Y,
51714,Whole Effluent Toxicity [WET] - P. promelas,4677,A,151,N,Y,
51715,C3 Dimer Acid/Salt,200001181,A,59,N,Y,
51689,Free Oil Visual Sheen,11681,A,162,N,Y,
51690,Thorium-230 + Thorium-232,200000961,A,9,N,Y,
TRP3X,IC25 Static Renewal 7 Day Chronic Daphnia ambigua,4677,A,16,N,Y,
51674,Peracetic Acid,200001001,A,59,N,Y,2
51680,C9-C10 Aromatics,200000881,A,59,N,Y,2
51681,C11-C22 Aromatics,200000881,A,59,N,Y,2
51676,C5-C8 Aliphatics,200000882,A,59,N,Y,2
51677,C9-C12 Aliphatics,200000882,A,59,N,Y,2
51697,Dimethyl Benzyl Ammonium Chloride,200001023,A,59,N,Y,2
51696,Ethoxylated alkyl quaternary ammonium compound [generic],200001022,A,59,N,Y,2
46223,"Salts, Water Soluble in Soil",10447,A,47,N,Y,
51701,Potassium Amyl Xanthate [PAX],200001062,A,59,N,Y,2
51700,Methyl Isobutyl Carbinol,200001061,A,59,N,Y,2
1067D,"Nickel, total [as Ni] [per discharge]",2741,A,20,N,Y,2
61225,3-Methylcholanthrene,200001081,A,59,N,Y,2
51705,Floating solids or visible foam-visual/days,11305,A,162,N,Y,
52160,"Sludge/Solids, depth",12208,A,105,N,Y,
51717,"Turbidity, sed stick",6638,A,105,N,Y,
51641,N-ethylperfluorooctane Sulfonamidoethanol,200000921,A,59,N,Y,2
51686,Imidacloprid [Neonicotinoid],200000941,A,59,N,Y,2
TAM3X,LC50 Static Renewal 48Hr Acute Daphnia ambigua,4677,A,16,N,Y,
51687,Duration of Oxidant Addition,11230,A,51,N,Y,
77014,Isopropylamine,200000981,A,59,N,Y,2
51414,Thermal Discharge,4073,A,67,N,Y,
51675,Annual Nitrate Nitrogen Discharged,5713,A,59,N,Y,1
51678,C9-C18 Aliphatics,200000882,A,59,N,Y,2
51694,"Coliform, total - % samples exceeding limit",4146,A,16,N,Y,
51698,Nalco H150M,3545,A,59,N,Y,2
T3P6C,NOEC Static Renewal 7Day Chronic Pimephales promelas,4677,A,16,,Y,
51695,"1,3-Butadiene",137,A,59,N,Y,2
51699,"Phosphorus, Total [Avg Seasonal Load Cap]",5889,A,59,N,Y,1
32223,"Chlorophyll A, corrected",11650,A,26,N,Y,
8082D,"BOD, carbonaceous [5 day, 20 C][per discharge]",10107,A,20,N,Y,1
0530D,"Solids, total suspended [per discharge]",10486,A,20,N,Y,1
0610D,"Nitrogen, ammonia total [as N] [per discharge]",375,A,20,N,Y,1
0625D,"Nitrogen, Kjeldahl, total [as N] [per discharge]",2817,A,20,N,Y,1
1027D,"Cadmium, total [as Cd] [per discharge]",776,A,20,N,Y,2
1077D,"Silver, total [as Ag] [per discharge]",3714,A,20,N,Y,2
1092D,"Zinc, total [as Zn] [per discharge]",6352,A,20,N,Y,2
7190D,"Mercury, total [as Hg] [per discharge]",2448,A,20,N,Y,2
73546,Benzo[rst]pentaphene,200001083,A,59,N,Y,2
77801,Perylene,200001084,A,59,N,Y,2
78122,Benzo[j]fluoranthene,10175,A,59,N,Y,2
TRB3Z,% Survival Static 96Hr Acute Americamysis bahia,4677,A,16,N,Y,
51703,Head Loss,99999,A,105,N,Y,
51704,Sewer Backups,99999,A,140,N,Y,
51707,"Oil based fluids, non-aqueous based drilling fluids and cuttings",200001101,A,148,N,N,
51706,Corrosion Inhibitor,200001121,A,59,N,Y,
TYP3C,LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,
77043,1-Chloropropane,200001141,A,59,N,Y,2
TXP3C,LOEC Lethal Survival Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,
51711,Whole Effluent Toxicity [WET] - D. pulex,4677,A,151,N,Y,
51712,Whole Effluent Toxicity [WET] - M. beryllina,4677,A,151,N,Y,
51716,Precipitation volume,12114,A,121,N,Y,
51708,Penicillin G Potassium,200001161,A,59,N,Y,2
51720,"BOD, carbonaceous, 20-day, % Removal",10861,A,90,Y,Y,1
51725,"Flow, in conduit or thru treatment plant",5350,A,163,N,Y,
51724,Fish feed used efficiency,200001241,A,90,N,Y,
61423,"Toxicity [chronic], Ceriodaphnia dubia",4245,A,16,N,Y,
TGS3W,Pass/Fail Static 20 Minute Fertilization Chronic Tripneustes gratilla,4677,A,156,N,N,
61424,"Toxicity [chronic], Pimephales promelas [Fathead Minnow]",4245,A,16,N,Y,
0530S,"Solids, total suspended [per season]",10486,A,165,N,Y,1
0610S,"Nitrogen, ammonia total [as N] [per season]",375,A,165,N,Y,1
0310S,"BOD, 5-day, 20 deg. C [per season]",10178,A,165,N,Y,1
3556S,"2,3,7,8-Tetrachlorodibenzo-p-dioxin [per season]",10239,A,165,N,Y,2
0665S,"Phosphorus, total [as P] [per season]",5889,A,165,N,Y,1
TCN6L,%Effect Static Renewal 96Hr Acute Atherinops affinis,4677,A,16,N,Y,
TCN6J,%Effect Static Renewal 96Hr Acute Menidia beryllina,4677,A,16,N,Y,
TGK3R,Pass/Fail Static 48Hr Chronic Haliotis rufescens,4677,A,55,N,N,
TGS3N,Pass/Fail Static 20 Minute Fertilization Chronic Dendraster excentricus,4677,A,55,N,N,
TGB3Q,Pass/Fail Static 96Hr Acute Holmesimysis costata,4677,A,55,N,N,
TGS3L,Pass/Fail Static 20 Minute Fertilization Chronic Strongylocentrotus purpuratus,4677,A,55,N,N,
TGB6J,Pass/Fail Static 96Hr Acute Menidia beryllina,4677,A,55,N,N,
51727,Screen Efficiency,200001323,A,16,N,Y,
51730,Fish/Shellfish Impinged,200001326,A,128,N,Y,
51726,Critical Dilution,200001261,A,16,N,N,
51734,Crop yield per day,11118,A,57,N,Y,
TCC1E,%Effect Static 4 Day Chronic Raphidocelis subcapitata,4677,A,16,N,Y,
51731,Poly[hexamethylenebiguanide] hydrochloride,200001341,A,59,N,Y,2
51736,"Dibenz[a,h]acridine",200001361,A,59,N,Y,2
174,"Digester gas, volume",11343,A,121,N,Y,
72022,Reservoir storage,12183,A,121,N,Y,
51735,"Volume, total",12484,A,121,N,Y,
51738,"Dibenzo[a,h]pyrene",200001363,A,59,N,Y,2
51740,"Magnesium, total [as Mg]",6699,A,124,N,Y,1
51742,Coagulants added [mass],11102,A,118,N,Y,
51746,Nonylphenol diethoxylate,200001383,A,59,N,Y,2
51718,"2-Ethyl-9,10-Anthraquinone",200001201,A,59,N,Y,2
51719,Nitrated Esters [NE],99999,A,59,N,Y,2
TGN6I,Pass/Fail Static Renewal 96Hr Acute Oncorhynchus mykiss,4677,A,55,N,N,
51721,Sodium Tolytriazole,200001202,A,59,N,Y,2
158,"Cyanide, free [amenable to chlorine]",5123,A,59,N,Y,2
51732,Total Production - volume,12429,A,65,N,Y,
TCN3Z,% Effect Static Renewal 96Hr Acute Americamysis bahia,4677,A,16,N,Y,
TCP6L,%Effect Static Renewal 7 Day Chronic Atherinops affinis,4677,A,16,N,Y,
8691S,"2,3,7,8-Tetrachlorodibenzofuran [per season]",11181,A,165,N,Y,2
