Appendix A: Final 2024 303(d) List ,,,,,,,,,,,,,,,,,,,,,,,,
Regional Board,Regional Board Name,Waterbody Name,Waterbody ID,Waterbody Type,Estimated Size Affected,Unit,Integrated Report Category,Water Body CALWNUMS,Water Body Reach Codes,Water Body WBD Codes,Waterbody Counties,Decision ID,Pollutant,Pollutant Category,Sources,Final Listing Decision,Decision Status,TMDL Requirement Status,TMDL Project Name,Expected TMDL Completion Date,Expected Attainment Date,Date TMDL Approved by USEPA,Implementation Action Other than a TMDL,Comments
4,Regional Board 4 - Los Angeles Region,Walnut Creek Wash (Drains from Puddingstone Res),CAR4053100019980918112433,River & Stream,13.92,Miles,5,4405.2,"18070106000704, 18070106000704, 18070106000710, 18070106000710, 18070106000712, 18070106000712, 18070106000714, 18070106000714, 18070106000771, 18070106000771","180701060402, 180701060601",Los Angeles,150343,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,San Gabriel River Coliform (45),,,6/14/06,,
4,Regional Board 4 - Los Angeles Region,Will Rogers Beach,CAX4051300019990924091258,Coastal & Bay Shoreline,2.79,Miles,4a,"4404.110000, 4404.120000, 4404.130000, 4404.140000, 4404.500000",1.81E+13,1.81E+11,Los Angeles,150345,Indicator Bacteria,Pathogens,Nonpoint Source,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Santa Monica Bay Beach Closures/Coliform/Bacteria Indicators (48),,,6/15/03,,
4,Regional Board 4 - Los Angeles Region,Port Hueneme Harbor (Back Basins),CAB4031100019990921141938,Bay & Harbor,94.86,Acres,5,"4408.110000, 4410.000000",,1.81E+11,Ventura,83741,DDT (Dichlorodiphenyltrichloroethane),Pesticides,A Source Unknown,Do Not Delist from 303(d) list (being addressed with action other than TMDL),Original,5C,,,2019,,"Port Hueneme Harbor includes several areas of contaminated sediments.  The Oxnard Harbor District, the U.S. Navy, and the U.S. Army Corps of Engineers intend to dredge the Harbor to achieve necessary navigational depths and to remove all contaminated sediments.  A final design has been developed and permitting for the project is in progress.  The draft final design dredging report proposes to address the contaminated sediment through dredging removal of those sediments.  The draft final design report presents the design for a plan to dredge contaminated sediments within the Port of Hueneme, and placement and confinement of the sediments in a subaqueous confined aquatic disposal (CAD) facility.  The evaluation considered sampling data from 1965 through 2008.  The identified Â¿depth-to-cleanÂ¿ to be achieved at all locations was calculated by determining the deepest elevations at which concentrations of DDT exceeded relevant risk based criteria.  The risk based criteria for concentrations of DDT and its breakdown products were taken from a focused ecological risk assessment with bioaccumulation modeling.  Sediments determined to have concentrations in excess of those criteria will be disposed of within the CAD facility.",
4,Regional Board 4 - Los Angeles Region,Port Hueneme Harbor (Back Basins),CAB4031100019990921141938,Bay & Harbor,94.86,Acres,5,"4408.110000, 4410.000000",,1.81E+11,Ventura,76630,PCBs (Polychlorinated biphenyls),Toxic Organics,A Source Unknown,Do Not Delist from 303(d) list (being addressed with action other than TMDL),Original,5C,,,2019,,"Port Hueneme Harbor includes several areas of contaminated sediments.  The Oxnard Harbor District, the U.S. Navy, and the U.S. Army Corps of Engineers intend to dredge the Harbor to achieve necessary navigational depths and to remove all contaminated sediments.  A final design has been developed and permitting for the project is in progress.  The draft final design dredging report proposes to address the contaminated sediment through dredging removal of those sediments.  The draft final design report presents the design for a plan to dredge contaminated sediments within the Port of Hueneme, and placement and confinement of the sediments in a subaqueous confined aquatic disposal (CAD) facility.  The evaluation considered sampling data from 1965 through 2008.  The identified Â¿depth-to-cleanÂ¿ to be achieved at all locations was calculated by determining the deepest elevations at which concentrations of DDT exceeded relevant risk based criteria.  The risk based criteria for concentrations of DDT and its breakdown products were taken from a focused ecological risk assessment with bioaccumulation modeling.  Sediments determined to have concentrations in excess of those criteria will be disposed of within the CAD facility.",
4,Regional Board 4 - Los Angeles Region,Alamitos Bay,CAB4051200020070329124415,Bay & Harbor,327.52,Acres,5,"4405.120000, 4405.150000, 4412.100000, 4801.110000",,"180701060606, 180701060702, 180701060703, 180702010002","Los Angeles, Orange",135883,Copper,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Alamitos Bay,CAB4051200020070329124415,Bay & Harbor,327.52,Acres,5,"4405.120000, 4405.150000, 4412.100000, 4801.110000",,"180701060606, 180701060702, 180701060703, 180702010002","Los Angeles, Orange",150069,DDD (Dichlorodiphenyldichloroethane),Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Alamitos Bay,CAB4051200020070329124415,Bay & Harbor,327.52,Acres,5,"4405.120000, 4405.150000, 4412.100000, 4801.110000",,"180701060606, 180701060702, 180701060703, 180702010002","Los Angeles, Orange",150071,DDT (Dichlorodiphenyltrichloroethane),Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Alamitos Bay,CAB4051200020070329124415,Bay & Harbor,327.52,Acres,5,"4405.120000, 4405.150000, 4412.100000, 4801.110000",,"180701060606, 180701060702, 180701060703, 180702010002","Los Angeles, Orange",135908,PCBs (Polychlorinated biphenyls),Toxic Organics,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Alhambra Wash,CAR4053100020110724104009,River & Stream,6.88,Miles,5,40531000,,,Los Angeles,92671,Ammonia,Nutrients,Other,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
4,Regional Board 4 - Los Angeles Region,Alondra Park Lake,CAL4051200020091208104648,Lake & Reservoir,8.54,Acres,5,4411.01,"18070104000464, 18070104001319",1.81E+11,Los Angeles,150075,Mercury,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Artesia-Norwalk Drain,CAR4051501020081010131508,River & Stream,2.52,Miles,5,40515010,,,"Los Angeles, Orange",70998,Selenium,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2021,,,,
4,Regional Board 4 - Los Angeles Region,Arundell Barranca (Ventura County),CAR4031100020110223094904,River & Stream,5.12,Miles,5,40311000,,,Ventura,96940,Indicator Bacteria,Pathogens,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
4,Regional Board 4 - Los Angeles Region,Balboa Lake,CAL4052100020110914170029,Lake & Reservoir,27.59,Acres,5,4412.21,1.81E+13,"180701050204, 180701050208",Los Angeles,139040,"Temperature, water",Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Balboa Lake,CAL4052100020110914170029,Lake & Reservoir,27.59,Acres,5,4412.21,1.81E+13,"180701050204, 180701050208",Los Angeles,92849,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,153900,Aluminum,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138149,Bifenthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138098,Chlordane,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,LOE 2372 on which the original listing was based has been reviewed and found to not contain any data for Ballona Creek and was incorrectly applied to this waterbody.
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138157,Cyfluthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138159,"Cyhalothrin, Lambda",Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138150,Cypermethrin,Pesticides,A Source Unknown   Agriculture,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,149393,DDT (Dichlorodiphenyltrichloroethane),Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138158,Deltamethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138162,Esfenvalerate/Fenvalerate,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138142,Fipronil,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138145,Imidacloprid,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138167,Permethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138141,Pyrethroids,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Ballona Creek,CAR4051300019980918142302,River & Stream,6.5,Miles,5,40513000,,,Los Angeles,138128,pH,Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bear Creek (Los Angeles County),CAR4054300020110724131324,River & Stream,11.35,Miles,5,4405.43,"18070106000112, 18070106000113, 18070106000114, 18070106000115, 18070106000116, 18070106000117, 18070106000118, 18070106000119, 18070106000120, 18070106000121, (Total Count: 14)","180701060203, 180701060205",Los Angeles,139877,pH,Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,139250,Chlordane,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,139283,Cyfluthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,149434,DDT (Dichlorodiphenyltrichloroethane),Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,139286,Fenpropathrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,139264,Malathion,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,149435,"Nitrogen, Nitrate",Nutrients,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,139290,Permethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,139273,Pyrethroids,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Boulder Creek (Ventura County),CAR4033100020110721230014,River & Stream,6.67,Miles,5,40331000,,,Ventura,92097,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139476,Bifenthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139487,Cyfluthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139489,"Cyhalothrin, Lambda",Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139477,Cypermethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139488,Deltamethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139492,Esfenvalerate/Fenvalerate,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139469,Fipronil,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139494,Fipronil Sulfone,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139473,Imidacloprid,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139499,Permethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139468,Pyrethroids,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bouquet Canyon Creek (below Bouqet Reservoir),CAR4035200020110720112213,River & Stream,18.58,Miles,5,40352000,,,Los Angeles,139464,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bull Creek (Los Angeles County),CAR4052100020110724133601,River & Stream,6.56,Miles,5,40521000,,,Los Angeles,139718,Copper,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Bull Creek (Los Angeles County),CAR4052100020110724133601,River & Stream,6.56,Miles,5,40521000,,,Los Angeles,98863,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
4,Regional Board 4 - Los Angeles Region,Burbank Western Channel,CAR4052100019990202134403,River & Stream,13.32,Miles,5,40521000,,,Los Angeles,138612,Chlorine,Toxic Inorganics,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Burbank Western Channel,CAR4052100019990202134403,River & Stream,13.32,Miles,5,40521000,,,Los Angeles,138639,pH,Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 10 (Aroyo Conejo: Conejo Creek to North Fork Arroyo Conejo),CAR4036400020020226083118,River & Stream,2.76,Miles,5,"4408.230000, 4408.240000","18070103000014, 18070103000015, 18070103000016, 18070103000017, 18070103000018, 18070103000065, 18070103000267, 18070103000268, 18070103001020, 18070103004818","180701030104, 180701030105",Ventura,137449,Bifenthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 10 (Aroyo Conejo: Conejo Creek to North Fork Arroyo Conejo),CAR4036400020020226083118,River & Stream,2.76,Miles,5,"4408.230000, 4408.240000","18070103000014, 18070103000015, 18070103000016, 18070103000017, 18070103000018, 18070103000065, 18070103000267, 18070103000268, 18070103001020, 18070103004818","180701030104, 180701030105",Ventura,137453,Cyfluthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 10 (Aroyo Conejo: Conejo Creek to North Fork Arroyo Conejo),CAR4036400020020226083118,River & Stream,2.76,Miles,5,"4408.230000, 4408.240000","18070103000014, 18070103000015, 18070103000016, 18070103000017, 18070103000018, 18070103000065, 18070103000267, 18070103000268, 18070103001020, 18070103004818","180701030104, 180701030105",Ventura,137450,Cypermethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 10 (Aroyo Conejo: Conejo Creek to North Fork Arroyo Conejo),CAR4036400020020226083118,River & Stream,2.76,Miles,5,"4408.230000, 4408.240000","18070103000014, 18070103000015, 18070103000016, 18070103000017, 18070103000018, 18070103000065, 18070103000267, 18070103000268, 18070103001020, 18070103004818","180701030104, 180701030105",Ventura,137455,Permethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 10 (Aroyo Conejo: Conejo Creek to North Fork Arroyo Conejo),CAR4036400020020226083118,River & Stream,2.76,Miles,5,"4408.230000, 4408.240000","18070103000014, 18070103000015, 18070103000016, 18070103000017, 18070103000018, 18070103000065, 18070103000267, 18070103000268, 18070103001020, 18070103004818","180701030104, 180701030105",Ventura,137448,Pyrethroids,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 10 (Aroyo Conejo: Conejo Creek to North Fork Arroyo Conejo),CAR4036400020020226083118,River & Stream,2.76,Miles,5,"4408.230000, 4408.240000","18070103000014, 18070103000015, 18070103000016, 18070103000017, 18070103000018, 18070103000065, 18070103000267, 18070103000268, 18070103001020, 18070103004818","180701030104, 180701030105",Ventura,76966,Trash,Trash,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2021,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 13 (Arroyo Conejo above North Fork Arroyo Conejo),CAR4036400020000229100105,River & Stream,17.15,Miles,5,"4408.240000, 4408.280000",,1.81E+11,Ventura,137425,Bifenthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 13 (Arroyo Conejo above North Fork Arroyo Conejo),CAR4036400020000229100105,River & Stream,17.15,Miles,5,"4408.240000, 4408.280000",,1.81E+11,Ventura,137429,Cyfluthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 13 (Arroyo Conejo above North Fork Arroyo Conejo),CAR4036400020000229100105,River & Stream,17.15,Miles,5,"4408.240000, 4408.280000",,1.81E+11,Ventura,137426,Cypermethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 13 (Arroyo Conejo above North Fork Arroyo Conejo),CAR4036400020000229100105,River & Stream,17.15,Miles,5,"4408.240000, 4408.280000",,1.81E+11,Ventura,137430,Deltamethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 13 (Arroyo Conejo above North Fork Arroyo Conejo),CAR4036400020000229100105,River & Stream,17.15,Miles,5,"4408.240000, 4408.280000",,1.81E+11,Ventura,137431,Permethrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 13 (Arroyo Conejo above North Fork Arroyo Conejo),CAR4036400020000229100105,River & Stream,17.15,Miles,5,"4408.240000, 4408.280000",,1.81E+11,Ventura,137424,Pyrethroids,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 2 (Estuary to Potrero Rd.),CAR4031200020000228111202,River & Stream,4.33,Miles,5,"4408.110000, 4408.120000, 4408.130000","18070103004197, 18070103004198, 18070103004202, 18070103007316, 18070103007332",1.81E+11,Ventura,70556,Sedimentation/Siltation,Sediment,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2005,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 2 (Estuary to Potrero Rd.),CAR4031200020000228111202,River & Stream,4.33,Miles,5,"4408.110000, 4408.120000, 4408.130000","18070103004197, 18070103004198, 18070103004202, 18070103007316, 18070103007332",1.81E+11,Ventura,77088,Trash,Trash,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2021,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 3 (Potrero Rd. to Conejo Creek),CAR4031200020000228113723,River & Stream,3.48,Miles,5,4408.12,1.81E+13,"180701030105, 180701030107",Ventura,153875,Aluminum,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 3 (Potrero Rd. to Conejo Creek),CAR4031200020000228113723,River & Stream,3.48,Miles,5,4408.12,1.81E+13,"180701030105, 180701030107",Ventura,136663,Bifenthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 3 (Potrero Rd. to Conejo Creek),CAR4031200020000228113723,River & Stream,3.48,Miles,5,4408.12,1.81E+13,"180701030105, 180701030107",Ventura,136656,Pyrethroids,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 3 (Potrero Rd. to Conejo Creek),CAR4031200020000228113723,River & Stream,3.48,Miles,5,4408.12,1.81E+13,"180701030105, 180701030107",Ventura,69502,Sedimentation/Siltation,Sediment,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2015,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 3 (Potrero Rd. to Conejo Creek),CAR4031200020000228113723,River & Stream,3.48,Miles,5,4408.12,1.81E+13,"180701030105, 180701030107",Ventura,75674,Trash,Trash,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2021,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 3 (Potrero Rd. to Conejo Creek),CAR4031200020000228113723,River & Stream,3.48,Miles,5,4408.12,1.81E+13,"180701030105, 180701030107",Ventura,136654,Turbidity,Sediment,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 4 (Revolon Slough),CAR4031100019990202140512,River & Stream,8,Miles,5,4408.11,"18070103000069, 18070103000567, 18070103000568, 18070103000575, 18070103000596","180701030106, 180701030107",Ventura,153873,Aluminum,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 4 (Revolon Slough),CAR4031100019990202140512,River & Stream,8,Miles,5,4408.11,"18070103000069, 18070103000567, 18070103000568, 18070103000575, 18070103000596","180701030106, 180701030107",Ventura,70550,Sedimentation/Siltation,Sediment,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2015,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 5 (Beardsley Channel),CAR4036100019990202141016,River & Stream,3.46,Miles,5,"4408.110000, 4408.210000","18070103000567, 18070103000571, 18070103000579",1.81E+11,Ventura,69697,Sedimentation/Siltation,Sediment,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2005,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 6 (Conejo Creek to Hitch Rd.),CAR4036200020000228094015,River & Stream,15.4,Miles,5,"4408.120000, 4408.220000","18070103000033, 18070103000034, 18070103000035, 18070103000036, 18070103000669, 18070103000705, 18070103000721, 18070103000730, 18070103000762, 18070103004798, (Total Count: 11)","180701030102, 180701030103, 180701030105",Ventura,137242,Bifenthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
4,Regional Board 4 - Los Angeles Region,Calleguas Creek Reach 6 (Conejo Creek to Hitch Rd.),CAR4036200020000228094015,River & Stream,15.4,Miles,5,"4408.120000, 4408.220000","18070103000033, 18070103000034, 18070103000035, 18070103000036, 18070103000669, 18070103000705, 18070103000721, 18070103000730, 18070103000762, 18070103004798, (Total Count: 11)","180701030102, 180701030103, 180701030105",Ventura,137250,Cyfluthrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
