CITY,COUNTY_NAME,CURRENT_DESIGN_FLOW,CWNS_ID,FACILITY_NAME,FACILITY_TYPE,LATITUDE,LONGITUDE,PERMIT_NUMBER,POP_PERCENT_INCREASE,STATE_CODE,TOTAL_RES_POPULATION_2022,TOTAL_RES_POPULATION_2042
Dimondale,,0.1,26000050001,DIMONDALE WWTP,Ocean Discharge,42.6546,-84.6544,MI0053562,0.0,MI,998.0,998.0
Holt,Ingham,4.0,26000054001,DELHI TWP WWTP,Collection: Separate Sewers,42.6258,-84.5773,MI0022781,0.0,MI,18211.0,18211.0
Holt,Ingham,4.0,26000054001,DELHI TWP WWTP,Treatment Plant,42.6258,-84.5773,MI0022781,0.0,MI,18211.0,18211.0
Holt,Ingham,4.0,26000054001,DELHI TWP WWTP,Ocean Discharge,42.6258,-84.5773,MI0022781,0.0,MI,18211.0,18211.0
Holt,,,26000054002,DELHI TWP COLL SYSTEM (Lansing),Collection: Separate Sewers,42.64002,-84.508553,,0.0,MI,5.0,5.0
East Lansing,Ingham,18.75,26000055001,EAST LANSING WWP,Collection: Combined Sewers,42.7221,-84.5116,MI0022853,0.0,MI,82801.0,82801.0
East Lansing,Ingham,18.75,26000055001,EAST LANSING WWP,Treatment Plant,42.7221,-84.5116,MI0022853,0.0,MI,82801.0,82801.0
East Lansing,Ingham,18.75,26000055001,EAST LANSING WWP,Ocean Discharge,42.7221,-84.5116,MI0022853,0.0,MI,82801.0,82801.0
Okemos,,,26000055002,MERIDIAN TWP. C.S.,Collection: Separate Sewers,42.693681,-84.363606,,0.0,MI,35659.0,35659.0
Lansing,Ingham,35.0,26000058001,LANSING WWTP,Collection: Combined Sewers,42.7523,-84.5793,MI0023400,0.0,MI,131479.0,131479.0
Lansing,Ingham,35.0,26000058001,LANSING WWTP,Treatment Plant,42.7523,-84.5793,MI0023400,0.0,MI,131479.0,131479.0
Lansing,Ingham,35.0,26000058001,LANSING WWTP,Ocean Discharge,42.7523,-84.5793,MI0023400,0.0,MI,131479.0,131479.0
Mason,,,26000058002,Alaiedon Twp. CS,Collection: Separate Sewers,42.64002,-84.418216,,0.0,MI,42.0,42.0
Lansing,,,26000058003,Delta Twp. CS (Lansing),Collection: Separate Sewers,42.741843,-84.661889,,0.0,MI,423.0,423.0
Dewitt,,,26000058004,Dewitt CS (Lansing),Collection: Separate Sewers,42.836891,-84.568892,,0.0,MI,429.0,429.0
Lansing,,,26000058005,Lansing Twp. CS,Collection: Separate Sewers,42.750479,-84.515934,,0.0,MI,8563.0,8563.0
Dimondale,,,26000058006,Windsor Twp. CS (Lansing),Collection: Separate Sewers,42.649427,-84.663241,,0.0,MI,1248.0,1248.0
Webberville,,0.25,26000061001,WEBBERVILLE LAGOON,Collection: Separate Sewers,42.673,-84.1774,MIG580229,0.0,MI,1518.0,1518.0
Webberville,,0.25,26000061001,WEBBERVILLE LAGOON,Treatment Plant,42.673,-84.1774,MIG580229,0.0,MI,1518.0,1518.0
Webberville,,0.25,26000061001,WEBBERVILLE LAGOON,Ocean Discharge,42.673,-84.1774,MIG580229,0.0,MI,1518.0,1518.0
Leslie,,0.4,26000063001,LESLIE WWTP,Collection: Combined Sewers,42.4449,-84.4311,MI0020796,0.0,MI,1539.0,1539.0
Leslie,,0.4,26000063001,LESLIE WWTP,Treatment Plant,42.4449,-84.4311,MI0020796,0.0,MI,1539.0,1539.0
Leslie,,0.4,26000063001,LESLIE WWTP,Ocean Discharge,42.4449,-84.4311,MI0020796,0.0,MI,1539.0,1539.0
Mason,Ingham,1.5,26000065001,MASON WWTP,Collection: Separate Sewers,42.5875,-84.443,MI0020435,0.0,MI,6235.0,6235.0
Mason,Ingham,1.5,26000065001,MASON WWTP,Treatment Plant,42.5875,-84.443,MI0020435,0.0,MI,6235.0,6235.0
Mason,Ingham,1.5,26000065001,MASON WWTP,Ocean Discharge,42.5875,-84.443,MI0020435,0.0,MI,6235.0,6235.0
Stockbridge,,0.175,26000068002,STOCKBRIDGE WWTP,Collection: Combined Sewers,42.4485,-84.1753,MI0057208,0.0,MI,1185.0,1185.0
Stockbridge,,0.175,26000068002,STOCKBRIDGE WWTP,Treatment Plant,42.4485,-84.1753,MI0057208,0.0,MI,1185.0,1185.0
Stockbridge,,0.175,26000068002,STOCKBRIDGE WWTP,Water Reuse,42.4485,-84.1753,MI0057208,0.0,MI,1185.0,1185.0
Williamston,,0.65,26000073001,WILLIAMSTON WTP,Collection: Separate Sewers,42.6905,-84.2916,MI0021717,0.0,MI,3876.0,3876.0
Williamston,,0.65,26000073001,WILLIAMSTON WTP,Treatment Plant,42.6905,-84.2916,MI0021717,0.0,MI,3876.0,3876.0
Williamston,,0.65,26000073001,WILLIAMSTON WTP,Ocean Discharge,42.6905,-84.2916,MI0021717,0.0,MI,3876.0,3876.0
Laingsburg,,0.2,26000075001,LAINGSBURG LAGOON,Collection: Combined Sewers,42.8778,-84.3619,MIG580227,0.0,MI,1282.0,1282.0
Laingsburg,,0.2,26000075001,LAINGSBURG LAGOON,Treatment Plant,42.8778,-84.3619,MIG580227,0.0,MI,1282.0,1282.0
Laingsburg,,0.2,26000075001,LAINGSBURG LAGOON,Ocean Discharge,42.8778,-84.3619,MIG580227,0.0,MI,1282.0,1282.0
Durand,Shiawassee,0.5,26000077001,DURAND WWTF,Collection: Separate Sewers,42.9271,-83.9883,MI0022063,0.0,MI,3783.0,3783.0
Durand,Shiawassee,0.5,26000077001,DURAND WWTF,Treatment Plant,42.9271,-83.9883,MI0022063,0.0,MI,3783.0,3783.0
Durand,Shiawassee,0.5,26000077001,DURAND WWTF,Ocean Discharge,42.9271,-83.9883,MI0022063,0.0,MI,3783.0,3783.0
Perry,,0.3,26000079001,PERRY WWTP,Collection: Separate Sewers,42.81948,-84.2891,MIG580388,0.0,MI,2090.0,2090.0
Perry,,0.3,26000079001,PERRY WWTP,Treatment Plant,42.81948,-84.2891,MIG580388,0.0,MI,2090.0,2090.0
Perry,,0.3,26000079001,PERRY WWTP,Ocean Discharge,42.81948,-84.2891,MIG580388,0.0,MI,2090.0,2090.0
Byron,,0.04,26000082001,BYRON WWTF,Collection: Separate Sewers,42.8317,-83.9256,MIG580066,0.0,MI,581.0,581.0
Byron,,0.04,26000082001,BYRON WWTF,Treatment Plant,42.8317,-83.9256,MIG580066,0.0,MI,581.0,581.0
Byron,,0.04,26000082001,BYRON WWTF,Ocean Discharge,42.8317,-83.9256,MIG580066,0.0,MI,581.0,581.0
Morrice,,0.1,26000083001,MORRICE WWTP,Collection: Separate Sewers,42.8253,-84.1872,GW1810181,0.0,MI,899.0,899.0
Morrice,,0.1,26000083001,MORRICE WWTP,Treatment Plant,42.8253,-84.1872,GW1810181,0.0,MI,899.0,899.0
Morrice,,0.1,26000083001,MORRICE WWTP,Water Reuse,42.8253,-84.1872,GW1810181,0.0,MI,899.0,899.0
Kalamazoo,Kalamazoo,53.5,26000108001,KALAMAZOO WWTP,Collection: Separate Sewers,42.3064,-85.5731,MI0023299,0.0,MI,166409.0,166409.0
Kalamazoo,Kalamazoo,53.5,26000108001,KALAMAZOO WWTP,Treatment Plant,42.3064,-85.5731,MI0023299,0.0,MI,166409.0,166409.0
Kalamazoo,Kalamazoo,53.5,26000108001,KALAMAZOO WWTP,Ocean Discharge,42.3064,-85.5731,MI0023299,0.0,MI,166409.0,166409.0
Galesburg,,,26000108002,GALESBURG COLL SYSTEM,Collection: Separate Sewers,42.288818,-85.41795,,0.0,MI,1970.0,1970.0
Kalamazoo,,,26000108003,COOPER TOWNSHIP CS,Collection: Separate Sewers,42.379502,-85.610275,,0.0,MI,6072.0,6072.0
Kalamazoo,,,26000108004,COMSTOCK TOWNSHIP CS,Collection: Separate Sewers,42.283881,-85.518962,,0.0,MI,15756.0,15756.0
Galesburg,,,26000108005,CHARLESTON TWP CS,Collection: Separate Sewers,42.297992,-85.376451,,0.0,MI,1179.0,1179.0
Kalamazoo,,,26000108006,KALAMAZOO TWP CS,Collection: Separate Sewers,42.318003,-85.590019,,0.0,MI,22337.0,22337.0
Kalamazoo,,,26000108007,OSHTEMO TOWNSHIP CS,Collection: Separate Sewers,42.295739,-85.682137,,0.0,MI,2291.0,2291.0
Kalamazoo,,,26000108008,PARCHMENT C.S.,Collection: Separate Sewers,42.32841,-85.569441,,0.0,MI,1850.0,1850.0
Scotts,,,26000108009,PAVILION TWP C.S.,Collection: Separate Sewers,42.208367,-85.491228,,0.0,MI,5852.0,5852.0
Portage,,,26000108010,PORTAGE COL SYS,Collection: Separate Sewers,42.200881,-85.589333,,0.0,MI,30254.0,30254.0
Richland,,,26000108012,GULL LAKE CS,Collection: Separate Sewers,42.383734,-85.406749,,0.0,MI,1555.0,1555.0
Augusta,,,26000108013,AUGUSTA CS,Collection: Separate Sewers,42.335279,-85.350509,,0.0,MI,872.0,872.0
Vicksburg,,,26000108014,VICKSBURG C.S.,Collection: Separate Sewers,42.119944,-85.530903,,0.0,MI,2240.0,2240.0
Kalamazoo,,,26000108015,TEXAS TOWNSHIP C.S.,Collection: Separate Sewers,42.201024,-85.652021,,0.0,MI,149.0,149.0
Roscommon,,0.3,26000130001,ROSCOMMON WWTF,Collection: Separate Sewers,44.4911,-84.5708,MI0021482,0.0,MI,1157.0,1157.0
Roscommon,,0.3,26000130001,ROSCOMMON WWTF,Treatment Plant,44.4911,-84.5708,MI0021482,0.0,MI,1157.0,1157.0
Roscommon,,0.3,26000130001,ROSCOMMON WWTF,Ocean Discharge,44.4911,-84.5708,MI0021482,0.0,MI,1157.0,1157.0
Rose City,,0.16,26000131001,CUMMING TWP ROSE CITY WWS,Collection: Separate Sewers,44.4144,-84.1064,MIG580176,0.0,MI,2042.0,2042.0
Rose City,,0.16,26000131001,CUMMING TWP ROSE CITY WWS,Treatment Plant,44.4144,-84.1064,MIG580176,0.0,MI,2042.0,2042.0
Rose City,,0.16,26000131001,CUMMING TWP ROSE CITY WWS,Ocean Discharge,44.4144,-84.1064,MIG580176,0.0,MI,2042.0,2042.0
Hale,,0.07,26000132001,PLAINFIELD TWP WWSL,Collection: Separate Sewers,44.3833,-83.7872,MIG580094,0.0,MI,397.0,397.0
Hale,,0.07,26000132001,PLAINFIELD TWP WWSL,Treatment Plant,44.3833,-83.7872,MIG580094,0.0,MI,397.0,397.0
Hale,,0.07,26000132001,PLAINFIELD TWP WWSL,Ocean Discharge,44.3833,-83.7872,MIG580094,0.0,MI,397.0,397.0
Houghton Lake,,0.33,26000136001,MARKEY TWP WWTF,Collection: Separate Sewers,44.4085,-84.7326,M00856,0.0,MI,2471.0,2471.0
Houghton Lake,,0.33,26000136001,MARKEY TWP WWTF,Treatment Plant,44.4085,-84.7326,M00856,0.0,MI,2471.0,2471.0
Houghton Lake,,0.33,26000136001,MARKEY TWP WWTF,Water Reuse,44.4085,-84.7326,M00856,0.0,MI,2471.0,2471.0
Prudenville,,0.7,26000138001,DENTON TWP WWTF,Collection: Separate Sewers,44.2876,-84.6605,MI0053317,0.0,MI,5929.0,5929.0
Prudenville,,0.7,26000138001,DENTON TWP WWTF,Treatment Plant,44.2876,-84.6605,MI0053317,0.0,MI,5929.0,5929.0
Prudenville,,0.7,26000138001,DENTON TWP WWTF,Ocean Discharge,44.2876,-84.6605,MI0053317,0.0,MI,5929.0,5929.0
Houghton Lake,,0.67,26000139001,ROSCOMMON TWP WWTF,Collection: Separate Sewers,44.3166,-84.7935,MI0028312,0.0,MI,4280.0,4280.0
Houghton Lake,,0.67,26000139001,ROSCOMMON TWP WWTF,Treatment Plant,44.3166,-84.7935,MI0028312,0.0,MI,4280.0,4280.0
Houghton Lake,,0.67,26000139001,ROSCOMMON TWP WWTF,Ocean Discharge,44.3166,-84.7935,MI0028312,0.0,MI,4280.0,4280.0
Beaverton,,0.12,26000140001,BEAVERTON WWTF,Collection: Separate Sewers,43.878,-84.4784,GW1810219,0.0,MI,1098.0,1098.0
Beaverton,,0.12,26000140001,BEAVERTON WWTF,Treatment Plant,43.878,-84.4784,GW1810219,0.0,MI,1098.0,1098.0
Beaverton,,0.12,26000140001,BEAVERTON WWTF,Water Reuse,43.878,-84.4784,GW1810219,0.0,MI,1098.0,1098.0
Farwell,,0.14,26000141001,FARWELL WWTP,Collection: Separate Sewers,43.827,-84.857,GW1810144,0.0,MI,815.0,815.0
Farwell,,0.14,26000141001,FARWELL WWTP,Treatment Plant,43.827,-84.857,GW1810144,0.0,MI,815.0,815.0
Farwell,,0.14,26000141001,FARWELL WWTP,Water Reuse,43.827,-84.857,GW1810144,0.0,MI,815.0,815.0
East Tawas,Iosco,2.4,26000142001,EAST TAWAS WWTP,Collection: Separate Sewers,44.2839,-83.5021,MI0021091,0.0,MI,2813.0,2813.0
East Tawas,Iosco,2.4,26000142001,EAST TAWAS WWTP,Treatment Plant,44.2839,-83.5021,MI0021091,0.0,MI,2813.0,2813.0
East Tawas,Iosco,2.4,26000142001,EAST TAWAS WWTP,Ocean Discharge,44.2839,-83.5021,MI0021091,0.0,MI,2813.0,2813.0
Oscoda,,0.84,26000144001,OSCODA TWP WWTP,Collection: Separate Sewers,44.3355,-83.4185,GW1835001,0.0,MI,7387.0,7387.0
Oscoda,,0.84,26000144001,OSCODA TWP WWTP,Treatment Plant,44.3355,-83.4185,GW1835001,0.0,MI,7387.0,7387.0
Oscoda,,0.84,26000144001,OSCODA TWP WWTP,Water Reuse,44.3355,-83.4185,GW1835001,0.0,MI,7387.0,7387.0
West Branch,,0.9,26000147001,WEST BRANCH WWTP,Collection: Separate Sewers,44.2548,-84.2054,MI0020095,0.0,MI,5993.0,5993.0
West Branch,,0.9,26000147001,WEST BRANCH WWTP,Treatment Plant,44.2548,-84.2054,MI0020095,0.0,MI,5993.0,5993.0
West Branch,,0.9,26000147001,WEST BRANCH WWTP,Ocean Discharge,44.2548,-84.2054,MI0020095,0.0,MI,5993.0,5993.0
Gladwin,,0.6,26000148001,BUTMAN TWP WWSL,Collection: Separate Sewers,44.1167,-84.4267,MI0027898,0.0,MI,1984.0,1984.0
Gladwin,,0.6,26000148001,BUTMAN TWP WWSL,Treatment Plant,44.1167,-84.4267,MI0027898,0.0,MI,1984.0,1984.0
Gladwin,,0.6,26000148001,BUTMAN TWP WWSL,Ocean Discharge,44.1167,-84.4267,MI0027898,0.0,MI,1984.0,1984.0
Standish,,0.3,26000149002,STANDISH WWSL,Collection: Separate Sewers,43.9917,-83.925,MI0024139,0.0,MI,1611.0,1611.0
Standish,,0.3,26000149002,STANDISH WWSL,Treatment Plant,43.9917,-83.925,MI0024139,0.0,MI,1611.0,1611.0
Standish,,0.3,26000149002,STANDISH WWSL,Ocean Discharge,43.9917,-83.925,MI0024139,0.0,MI,1611.0,1611.0
Sterling,,0.09,26000152001,STERLING WWSL,Collection: Separate Sewers,44.0331,-84.005,MIG580082,0.0,MI,502.0,502.0
Sterling,,0.09,26000152001,STERLING WWSL,Treatment Plant,44.0331,-84.005,MIG580082,0.0,MI,502.0,502.0
Sterling,,0.09,26000152001,STERLING WWSL,Ocean Discharge,44.0331,-84.005,MIG580082,0.0,MI,502.0,502.0
Harrison,,0.22,26000155001,HARRISON WWTF,Collection: Separate Sewers,44.0061,-84.8161,GW1810177,0.0,MI,2148.0,2148.0
Harrison,,0.22,26000155001,HARRISON WWTF,Treatment Plant,44.0061,-84.8161,GW1810177,0.0,MI,2148.0,2148.0
Harrison,,0.22,26000155001,HARRISON WWTF,Water Reuse,44.0061,-84.8161,GW1810177,0.0,MI,2148.0,2148.0
Ashley,,0.05,26000157001,ASHLEY WWSL,Collection: Separate Sewers,43.1811,-84.4667,MIG580059,0.0,MI,519.0,519.0
Ashley,,0.05,26000157001,ASHLEY WWSL,Treatment Plant,43.1811,-84.4667,MIG580059,0.0,MI,519.0,519.0
Ashley,,0.05,26000157001,ASHLEY WWSL,Ocean Discharge,43.1811,-84.4667,MIG580059,0.0,MI,519.0,519.0
Breckenridge,,0.18,26000158001,BRECKENRIDGE WWSL,Collection: Separate Sewers,43.4346,-84.4793,MIG580069,0.0,MI,1314.0,1314.0
Breckenridge,,0.18,26000158001,BRECKENRIDGE WWSL,Treatment Plant,43.4346,-84.4793,MIG580069,0.0,MI,1314.0,1314.0
Breckenridge,,0.18,26000158001,BRECKENRIDGE WWSL,Ocean Discharge,43.4346,-84.4793,MIG580069,0.0,MI,1314.0,1314.0
Perrinton,,0.2,26000159001,FULTON TWP WWSL,Collection: Separate Sewers,43.12,-84.7169,MIG580226,0.0,MI,2398.0,2398.0
Perrinton,,0.2,26000159001,FULTON TWP WWSL,Treatment Plant,43.12,-84.7169,MIG580226,0.0,MI,2398.0,2398.0
Perrinton,,0.2,26000159001,FULTON TWP WWSL,Ocean Discharge,43.12,-84.7169,MIG580226,0.0,MI,2398.0,2398.0
Alma,,,26000160001,ARCADA TWP COLL SYS,Collection: Separate Sewers,43.372426,-84.685965,,0.0,MI,1846.0,1846.0
Alma,,,26000161001,PINE RIVER TWP COLL SYS.,Collection: Separate Sewers,43.40578,-84.666739,,0.0,MI,2498.0,2498.0
Saint Louis,,,26000162001,BETHANY TWP COLL SYS.,Collection: Separate Sewers,43.407978,-84.538035,,0.0,MI,1612.0,1612.0
Bad Axe,,0.61,26000163001,BAD AXE WWTP,Collection: Separate Sewers,43.8075,-82.9945,MI0020958,0.0,MI,3176.0,3176.0
Bad Axe,,0.61,26000163001,BAD AXE WWTP,Treatment Plant,43.8075,-82.9945,MI0020958,0.0,MI,3176.0,3176.0
Bad Axe,,0.61,26000163001,BAD AXE WWTP,Ocean Discharge,43.8075,-82.9945,MI0020958,0.0,MI,3176.0,3176.0
Caseville,,0.28,26000164001,CASEVILLE WWTP,Collection: Separate Sewers,43.9394,-83.2454,MI0047520,0.0,MI,864.0,864.0
Caseville,,0.28,26000164001,CASEVILLE WWTP,Treatment Plant,43.9394,-83.2454,MI0047520,0.0,MI,864.0,864.0
Caseville,,0.28,26000164001,CASEVILLE WWTP,Ocean Discharge,43.9394,-83.2454,MI0047520,0.0,MI,864.0,864.0
Harbor Beach,,0.65,26000165001,HARBOR BEACH WWTP,Collection: Separate Sewers,43.8246,-82.6375,MI0020672,0.0,MI,1872.0,1872.0
Harbor Beach,,0.65,26000165001,HARBOR BEACH WWTP,Treatment Plant,43.8246,-82.6375,MI0020672,0.0,MI,1872.0,1872.0
Harbor Beach,,0.65,26000165001,HARBOR BEACH WWTP,Ocean Discharge,43.8246,-82.6375,MI0020672,0.0,MI,1872.0,1872.0
Kinde,,0.09,26000166001,KINDE WWSL,Collection: Separate Sewers,43.9461,-83.0054,MIG580081,0.0,MI,489.0,489.0
Kinde,,0.09,26000166001,KINDE WWSL,Treatment Plant,43.9461,-83.0054,MIG580081,0.0,MI,489.0,489.0
Kinde,,0.09,26000166001,KINDE WWSL,Ocean Discharge,43.9461,-83.0054,MIG580081,0.0,MI,489.0,489.0
Owendale,,0.05,26000167001,OWENDALE WWSL,Collection: Separate Sewers,43.75,-83.2667,MIG580351,0.0,MI,274.0,274.0
Owendale,,0.05,26000167001,OWENDALE WWSL,Treatment Plant,43.75,-83.2667,MIG580351,0.0,MI,274.0,274.0
Owendale,,0.05,26000167001,OWENDALE WWSL,Ocean Discharge,43.75,-83.2667,MIG580351,0.0,MI,274.0,274.0
Port Hope,,0.11,26000168001,PORT HOPE WWSL,Collection: Separate Sewers,43.9473,-82.7254,MIG580080,0.0,MI,917.0,917.0
Port Hope,,0.11,26000168001,PORT HOPE WWSL,Treatment Plant,43.9473,-82.7254,MIG580080,0.0,MI,917.0,917.0
Port Hope,,0.11,26000168001,PORT HOPE WWSL,Ocean Discharge,43.9473,-82.7254,MIG580080,0.0,MI,917.0,917.0
Elkton,,0.15,26000170001,ELKTON WWSL,Collection: Separate Sewers,43.833,-83.1712,MI0057466,0.0,MI,785.0,785.0
Elkton,,0.15,26000170001,ELKTON WWSL,Treatment Plant,43.833,-83.1712,MI0057466,0.0,MI,785.0,785.0
Elkton,,0.15,26000170001,ELKTON WWSL,Ocean Discharge,43.833,-83.1712,MI0057466,0.0,MI,785.0,785.0
Shepherd,,0.2,26000173001,SHEPHERD WWSL,Collection: Combined Sewers,43.5267,-84.6867,MIG580324,0.0,MI,1408.0,1408.0
Shepherd,,0.2,26000173001,SHEPHERD WWSL,Treatment Plant,43.5267,-84.6867,MIG580324,0.0,MI,1408.0,1408.0
Shepherd,,0.2,26000173001,SHEPHERD WWSL,Ocean Discharge,43.5267,-84.6867,MIG580324,0.0,MI,1408.0,1408.0
Whitehall,,,26000206001,FRUITLAND TWP,Collection: Separate Sewers,43.355172,-86.316404,,0.0,MI,5336.0,5336.0
Muskegon,,,26000207001,FRUITPORT TOWNSHIP CS,Collection: Separate Sewers,43.161178,-86.185727,,0.0,MI,10090.0,10090.0
Fruitport,,,26000208001,FRUITPORT CS,Collection: Separate Sewers,43.130744,-86.155128,,0.0,MI,1386.0,1386.0
Montague,,,26000212001,MONTAGUE TWP,Collection: Separate Sewers,43.443385,-86.336489,,0.0,MI,1668.0,1668.0
Muskegon,,43.0,26000214001,MUSKEGON CO METRO STP,Collection: Interceptor Sewers,43.2639,-86.0625,MI0027391,0.0,MI,144486.0,144486.0
Muskegon,,43.0,26000214001,MUSKEGON CO METRO STP,Treatment Plant,43.2639,-86.0625,MI0027391,0.0,MI,144486.0,144486.0
Muskegon,,43.0,26000214001,MUSKEGON CO METRO STP,Ocean Discharge,43.2639,-86.0625,MI0027391,0.0,MI,144486.0,144486.0
Muskegon,,,26000214002,DALTON TWP CS,Collection: Separate Sewers,43.317825,-86.261473,,0.0,MI,4892.0,4892.0
Muskegon,,,26000214003,EGELSTON TWP CS,Collection: Separate Sewers,43.237168,-86.087279,,0.0,MI,9232.0,9232.0
Muskegon,,,26000214004,LAKETON TWP CS,Collection: Separate Sewers,43.248063,-86.302843,,0.0,MI,6295.0,6295.0
Muskegon,,,26000214005,MUSKEGON HTS CS,Collection: Separate Sewers,43.204926,-86.239715,,0.0,MI,13429.0,13429.0
Muskegon,,,26000214006,MUSKEGON TWP COLL SYS,Collection: Separate Sewers,43.234167,-86.164269,,0.0,MI,14122.0,14122.0
Muskegon,,,26000214007,NORTH MUSKEGON CS,Collection: Separate Sewers,43.259518,-86.262803,,0.0,MI,4091.0,4091.0
Muskegon,,,26000214008,NORTON SHORES CS,Collection: Separate Sewers,43.164434,-86.263447,,0.0,MI,22173.0,22173.0
Muskegon,,,26000214009,ROOSEVELT PK CS,Collection: Separate Sewers,43.193773,-86.273296,,0.0,MI,3494.0,3494.0
Muskegon,Muskegon,,26000214010,MUSKEGON CS,Collection: Separate Sewers,43.234447,-86.239586,,0.0,MI,41056.0,41056.0
Allendale,,2.4,26000220000,Allendale Charter Township,Collection: Separate Sewers,42.98,-85.8847,MI0057679,0.0,MI,17917.0,17917.0
Allendale,,2.4,26000220000,Allendale Charter Township,Treatment Plant,42.98,-85.8847,MI0057679,0.0,MI,17917.0,17917.0
Allendale,,2.4,26000220000,Allendale Charter Township,Ocean Discharge,42.98,-85.8847,MI0057679,0.0,MI,17917.0,17917.0
Ravenna,,0.08,26000220001,RAVENNA STP,Collection: Separate Sewers,43.1016,-85.5553,MIG580126,0.0,MI,1240.0,1240.0
Ravenna,,0.08,26000220001,RAVENNA STP,Treatment Plant,43.1016,-85.5553,MIG580126,0.0,MI,1240.0,1240.0
Ravenna,,0.08,26000220001,RAVENNA STP,Ocean Discharge,43.1016,-85.5553,MIG580126,0.0,MI,1240.0,1240.0
Ravenna,,,26000222001,SULLIVAN TWP,Collection: Separate Sewers,43.179833,-86.066551,,0.0,MI,2525.0,2525.0
Whitehall,,,26000224001,WHITEHALL STP-CS,Collection: Separate Sewers,43.4147,-86.2911,MI0029173,0.0,MI,6365.0,6365.0
Montague,,,26000224002,MONTAGUE CITY CS,Collection: Separate Sewers,43.416863,-86.355629,,0.0,MI,2320.0,2320.0
Hesperia,,0.17,26000227001,HESPERIA STP,Collection: Separate Sewers,43.5848,-86.027,GW1810032,0.0,MI,528.0,528.0
Hesperia,,0.17,26000227001,HESPERIA STP,Treatment Plant,43.5848,-86.027,GW1810032,0.0,MI,528.0,528.0
Hesperia,,0.17,26000227001,HESPERIA STP,Water Reuse,43.5848,-86.027,GW1810032,0.0,MI,528.0,528.0
White Cloud,,0.41,26000228001,WHITE CLOUD STP,Collection: Separate Sewers,43.5506,-85.8033,,0.0,MI,1889.0,1889.0
White Cloud,,0.41,26000228001,WHITE CLOUD STP,Treatment Plant,43.5506,-85.8033,,0.0,MI,1889.0,1889.0
White Cloud,,0.41,26000228001,WHITE CLOUD STP,Water Reuse,43.5506,-85.8033,,0.0,MI,1889.0,1889.0
Newaygo,,0.2,26000229001,NEWAYGO STP,Collection: Separate Sewers,43.4045,-85.8107,MI0048577,0.0,MI,1670.0,1670.0
Newaygo,,0.2,26000229001,NEWAYGO STP,Treatment Plant,43.4045,-85.8107,MI0048577,0.0,MI,1670.0,1670.0
Newaygo,,0.2,26000229001,NEWAYGO STP,Ocean Discharge,43.4045,-85.8107,MI0048577,0.0,MI,1670.0,1670.0
Grant,,0.1,26000230001,GRANT STP,Collection: Separate Sewers,43.3308,-85.8129,MI0023035,0.0,MI,699.0,699.0
Grant,,0.1,26000230001,GRANT STP,Treatment Plant,43.3308,-85.8129,MI0023035,0.0,MI,699.0,699.0
Grant,,0.1,26000230001,GRANT STP,Ocean Discharge,43.3308,-85.8129,MI0023035,0.0,MI,699.0,699.0
Fremont,,1.39,26000231001,FREMONT STP,Collection: Separate Sewers,43.4111,-85.9471,GW1810067,0.0,MI,4305.0,4305.0
Fremont,,1.39,26000231001,FREMONT STP,Treatment Plant,43.4111,-85.9471,GW1810067,0.0,MI,4305.0,4305.0
Fremont,,1.39,26000231001,FREMONT STP,Water Reuse,43.4111,-85.9471,GW1810067,0.0,MI,4305.0,4305.0
Crystal,,0.18,26000234001,CRYSTAL STP,Collection: Separate Sewers,43.2528,-84.8972,GW1859002,0.0,MI,3151.0,3151.0
Crystal,,0.18,26000234001,CRYSTAL STP,Treatment Plant,43.2528,-84.8972,GW1859002,0.0,MI,3151.0,3151.0
Crystal,,0.18,26000234001,CRYSTAL STP,Water Reuse,43.2528,-84.8972,GW1859002,0.0,MI,3151.0,3151.0
Carson City,,0.27,26000235001,CARSON CITY STP,Collection: Separate Sewers,43.1699,-84.8613,MI0020192,0.0,MI,1070.0,1070.0
Carson City,,0.27,26000235001,CARSON CITY STP,Treatment Plant,43.1699,-84.8613,MI0020192,0.0,MI,1070.0,1070.0
Carson City,,0.27,26000235001,CARSON CITY STP,Ocean Discharge,43.1699,-84.8613,MI0020192,0.0,MI,1070.0,1070.0
Edmore,,0.2,26000236001,EDMORE STP,Collection: Separate Sewers,43.417,-85.0614,M00252,0.0,MI,1205.0,1205.0
Edmore,,0.2,26000236001,EDMORE STP,Treatment Plant,43.417,-85.0614,M00252,0.0,MI,1205.0,1205.0
Edmore,,0.2,26000236001,EDMORE STP,Water Reuse,43.417,-85.0614,M00252,0.0,MI,1205.0,1205.0
Howard City,,0.2,26000237001,HOWARD CITY STP,Collection: Separate Sewers,43.401,-85.4725,MI0053406,0.0,MI,1744.0,1744.0
Howard City,,0.2,26000237001,HOWARD CITY STP,Treatment Plant,43.401,-85.4725,MI0053406,0.0,MI,1744.0,1744.0
Howard City,,0.2,26000237001,HOWARD CITY STP,Ocean Discharge,43.401,-85.4725,MI0053406,0.0,MI,1744.0,1744.0
Greenville,,1.5,26000238001,GREENVILLE STP,Collection: Separate Sewers,43.1702,-85.2495,MI0020397,0.0,MI,8087.0,8087.0
Greenville,,1.5,26000238001,GREENVILLE STP,Treatment Plant,43.1702,-85.2495,MI0020397,0.0,MI,8087.0,8087.0
