"FACILITY_DOCUMENT_COST_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_ID","DOCUMENT_TYPE","NEEDS_CATEGORY","COST_METHOD","BASE_AMOUNT","OFFICIAL_AMOUNT","SOLUTION_YEAR_START","SOLUTION_YEAR_END","SSO_FLAG","TREATMENT_PLANT_TYPE","SSA_FLAG"
16657,"06022175001",3225490,"CA",6669,"20","VI-B","Documented",616500,621338,,,"","",""
16658,"06022175001",3225490,"CA",6669,"20","VI-C","Documented",1360000,1370674,,,"","",""
24499,"06008014001",1175964,"CA",9610,"20","III-B","Documented",17465136,15991401,,,"N","",""
24563,"06000000226",3610894,"CA",9603,"20","VI-A","Documented",3062900,2804447,,,"","",""
24583,"06005051001",1175570,"CA",9662,"3","I","Documented",6000000,6282673,,,"N","Secondary Mechanical",""
15405,"06022109001",3490190,"CA",6085,"20","VI-A","Documented",5436865,5429097,,,"","",""
15425,"06012001032",2856163,"CA",6180,"20","VI-A","Documented",23216600,21260059,,,"","",""
21469,"06003027001",1175394,"CA",8547,"3","X","Documented",31860000,30644878,,,"","",""
21489,"06004004001",1175459,"CA",8554,"20","III-B","Documented",3650000,3342402,,,"N","",""
25203,"06005283001",3106372,"CA",9913,"20","III-B","Documented",532500,513863,,,"N","",""
16043,"06000000189",3609339,"CA",6422,"20","VI-B","Documented",125000,136822,,,"","",""
16910,"06009026005",1176061,"CA",6782,"20","III-B","Documented",13765000,13745334,,,"N","",""
17052,"06004006001",1175461,"CA",6848,"20","II","Documented",217767000,206623300,,,"N","",""
17053,"06004006001",1175461,"CA",6848,"20","III-B","Documented",67552000,64095190,,,"N","",""
17055,"06000000195",3609479,"CA",6848,"20","II","Documented",161423000,153162568,,,"N","",""
17056,"06000000195",3609479,"CA",6848,"20","X","Documented",31210000,29612904,,,"","",""
19676,"06008067001",1176013,"CA",7935,"20","III-B","Documented",3285000,3280306,,,"N","",""
49840,"06000000247",3611371,"CA",18547,"101d","XII","Decentralized",,40019671,,,"","","Y"
26692,"06002090001",3521216,"CA",10354,"20","II","Documented",8006000,8619782,,,"N","",""
37632,"06000000278",3611402,"CA",13523,"101d","XII","Decentralized",,246679514,,,"","","Y"
37732,"06000000265",3611389,"CA",13574,"101d","XII","Decentralized",,170181570,,,"","","Y"
48625,"06000000243",3611367,"CA",18170,"101d","XII","Decentralized",,96092298,,,"","","Y"
19148,"06001038001",1175204,"CA",7703,"20","I","Documented",73100,66617,,,"N","",""
19149,"06001038001",1175204,"CA",7703,"20","III-B","Documented",4019000,3662566,,,"N","",""
19191,"06005049001",1175569,"CA",7718,"20","I","Documented",6000000,5496308,,,"N","",""
19192,"06005049001",1175569,"CA",7718,"20","III-B","Documented",5175000,4740565,,,"N","",""
20197,"06005107001",1175639,"CA",8169,"20","I","Documented",251250000,237271834,,,"N","",""
20199,"06005107001",1175639,"CA",8169,"20","IV-B","Documented",185000000,174707619,,,"N","",""
17513,"06000000196",3609511,"CA",7013,"60","VI-A","Documented",11476917,12516485,,,"","",""
17514,"06000000196",3609511,"CA",7013,"60","VI-B","Documented",205376402,223979196,,,"","",""
21764,"06005064001",1175585,"CA",8633,"20","II","Documented",27000000,28415037,,,"N","",""
21956,"06009046001",1176084,"CA",8685,"20","III-B","Documented",4930000,4899388,,,"N","",""
23915,"06008029001",1175985,"CA",9440,"20","II","Documented",35916000,32885352,,,"N","",""
23916,"06008029001",1175985,"CA",9440,"20","III-B","Documented",2950000,2701075,,,"N","",""
28672,"06003061001",1175428,"CA",10578,"1","I","Documented",32800000,34629560,,,"N","Secondary Mechanical",""
31253,"06008083001",1176027,"CA",10595,"20","III-B","Documented",700000,675500,,,"N","",""
38254,"06000000268",3611392,"CA",13814,"101d","XII","Decentralized",,97921141,,,"","","Y"
15714,"06005649001",1175839,"CA",6290,"20","III-B","Documented",10600000,10058759,,,"N","",""
35333,"06024012500",3532616,"CA",12207,"20","VI-A","Documented",6387098,6027289,,,"","",""
15728,"06000000184",3609284,"CA",6303,"20","III-B","Documented",7731925,8790435,,,"N","",""
17546,"06000000196",3609511,"CA",7022,"60","VI-A","Documented",21400000,22144482,,,"","",""
17547,"06000000196",3609511,"CA",7022,"60","VI-B","Documented",1500000,1552183,,,"","",""
18433,"06002054001",3486530,"CA",7337,"20","III-B","Documented",1664024,1605783,,,"N","",""
18434,"06002054001",3486530,"CA",7337,"20","X","Documented",2079591,2006805,,,"","",""
55016,"06000000313",3613126,"CA",16847,"1","II","Documented",22150000,20631827,,,"N","",""
31191,"06002049001",1175309,"CA",10932,"20","III-B","Documented",10401275,9523599,,,"N","",""
51113,"06000000281",3611405,"CA",18928,"101d","XII","Decentralized",,39536702,,,"","","Y"
51976,"06000000259",3611383,"CA",19030,"101d","XII","Decentralized",,198891286,,,"","","Y"
23963,"06008069001",1176015,"CA",9469,"20","III-B","Documented",3850000,3525131,,,"N","",""
25585,"06005056001",1175575,"CA",10091,"1","III-B","Documented",548000,501818,,,"N","",""
26246,"06005123001",1175654,"CA",10259,"3","I","Documented",500000,556412,,,"N","Secondary Mechanical",""
26387,"06005780001",1175851,"CA",10299,"3","I","Documented",500000,528719,,,"N","Secondary Mechanical",""
26390,"06004008010",1175469,"CA",10300,"3","II","Documented",22500000,21313659,,,"N","",""
26398,"06001093001",1175240,"CA",10301,"3","I","Documented",3472000,3671610,,,"N","",""
16381,"06006041001",1175894,"CA",6559,"20","I","Documented",530000,485278,,,"N","",""
16382,"06006041001",1175894,"CA",6559,"20","III-B","Documented",639250,585309,,,"N","",""
36174,"06002067001",1175327,"CA",12670,"20","III-B","Documented",15237000,13951278,,,"N","",""
37902,"06000000294",3612365,"CA",13673,"3","IV-A","Documented",34320000,32819031,,,"N","",""
36395,"06000000286",3611410,"CA",12807,"101d","XII","Decentralized",,15860370,,,"","","Y"
37916,"06000000295",3612367,"CA",13678,"3","III-B","Documented",1316617,1415029,,,"N","",""
38139,"06000000262",3611386,"CA",13610,"101d","XII","Decentralized",,192910710,,,"","","Y"
18789,"06005031001",1175553,"CA",7494,"20","II","Documented",2551196,2324938,,,"N","",""
18790,"06005031001",1175553,"CA",7494,"20","III-B","Documented",5403668,4924432,,,"N","",""
19132,"06005266001",1175745,"CA",7696,"3","I","Documented",5850000,6374330,,,"N","",""
20079,"06001168001",3477030,"CA",8111,"20","I","Documented",3640000,3728374,,,"N","",""
25170,"06007011001",1238829,"CA",9901,"20","II","Documented",8593324,8539964,,,"N","Secondary Mechanical",""
25171,"06007011001",1238829,"CA",9901,"20","III-B","Documented",897425,891853,,,"N","Secondary Mechanical",""
15947,"06000000187",3609307,"CA",6380,"20","VI-B","Documented",21824000,20594573,,,"","",""
19667,"06003016001",1175384,"CA",7927,"20","III-B","Documented",1500000,1497857,,,"N","",""
19669,"06005006001",1175527,"CA",7931,"20","I","Documented",5845000,5326622,,,"N","",""
19670,"06005006001",1175527,"CA",7931,"20","III-B","Documented",14548000,13257777,,,"N","",""
17517,"06000000196",3609511,"CA",7017,"60","VI-A","Documented",363090000,375721495,,,"","",""
17518,"06000000196",3609511,"CA",7017,"60","VI-B","Documented",123990000,128303473,,,"","",""
17619,"06009005001",1176036,"CA",7050,"20","III-B","Documented",2285020,2092207,,,"N","",""
17757,"06000000199",3609569,"CA",7115,"60","VI-B","Documented",380000000,410466574,,,"","",""
23136,"06005042003",1175562,"CA",9091,"20","I","Documented",200000,207436,,,"N","",""
23137,"06005042003",1175562,"CA",9091,"20","III-B","Documented",9750000,10112513,,,"N","",""
40009,"06001001001",1175167,"CA",14553,"3","III-B","Documented",360000,339720,,,"N","",""
37190,"06005066001",1175587,"CA",13238,"3","III-B","Documented",7407001,7983637,,,"N","",""
37192,"06007770001",3522264,"CA",13239,"3","IV-A","Documented",180000000,201049771,,,"N","",""
16824,"06003049001",1175417,"CA",6730,"20","III-B","Documented",3782000,4059271,,,"N","",""
17949,"06009008001",1176039,"CA",7191,"20","III-B","Documented",1957028,1944876,,,"N","",""
19695,"06005272001",1175747,"CA",7946,"3","I","Documented",4182170,4440088,,,"N","",""
19710,"06000000209",3610185,"CA",7951,"20","VI-C","Documented",10788114,9878964,,,"","",""
19711,"06005178001",1175688,"CA",7954,"20","I","Documented",705000,645587,,,"N","",""
19712,"06005178001",1175688,"CA",7954,"20","III-B","Documented",2530000,2316788,,,"N","",""
15891,"06000000185",3609289,"CA",6342,"20","VI-A","Documented",1412500,1446794,,,"","",""
15892,"06000000185",3609289,"CA",6342,"20","VI-B","Documented",1125000,1152313,,,"","",""
15893,"06000000185",3609289,"CA",6342,"20","VI-C","Documented",2250000,2304627,,,"","",""
16036,"06000000188",3609335,"CA",6418,"20","VI-B","Documented",14367000,15725689,,,"","",""
17901,"06002040001",1175298,"CA",7162,"20","II","Documented",13875000,13171203,,,"N","",""
17902,"06002040001",1175298,"CA",7162,"20","III-B","Documented",23270000,22089651,,,"N","",""
26349,"06001056001",3477690,"CA",10293,"3","I","Documented",5006966,5304457,,,"N","Secondary Mechanical",""
15083,"06000000176",3609213,"CA",6072,"20","III-B","Documented",425000,389138,,,"N","",""
22278,"06000000220",3610610,"CA",8800,"20","VI-C","Documented",5100000,4669654,,,"","",""
24825,"06005055001",1175574,"CA",9758,"3","I","Documented",309050,290021,,,"N","",""
24831,"06005294001",3478111,"CA",9764,"20","III-B","Documented",3600,3571,,,"N","",""
15718,"06005216001",1175710,"CA",6296,"20","III-B","Documented",50956000,50956000,,,"N","",""
29612,"06006010001",1175863,"CA",10663,"20","II","Documented",2769000,2836228,,,"N","",""
29613,"06006010001",1175863,"CA",10663,"20","III-B","Documented",7742469,7930444,,,"N","",""
54843,"06000000305",3612766,"CA",17029,"1","III-B","Documented",116656361,114077378,,,"N","",""
31153,"06001002001",1175168,"CA",10921,"3","I","Documented",870000,910988,,,"N","Secondary Mechanical",""
21958,"06029046001",415588,"CA",8685,"20","VI-C","Documented",2105000,2167802,,,"","",""
20019,"06008009001",1175958,"CA",8097,"20","III-B","Documented",12318828,11279347,,,"N","",""
20020,"06028009001",425890,"CA",8097,"20","VI-C","Documented",11438158,10472989,,,"","",""
17747,"06002057001",1175314,"CA",7110,"20","II","Documented",129807024,134322865,,,"N","",""
17748,"06002057001",1175314,"CA",7110,"20","III-B","Documented",74078742,76655859,,,"N","",""
18418,"06000000203",3609627,"CA",7335,"20","III-B","Documented",32238100,32751611,,,"N","",""
36381,"06000000263",3611387,"CA",12784,"101d","XII","Decentralized",,72233579,,,"","","Y"
36179,"06000000238",3611362,"CA",12672,"101d","XII","Decentralized",,100514274,,,"","","Y"
23964,"06009018001",1176049,"CA",9473,"20","III-B","Documented",500000,496895,,,"N","",""
24733,"06025053001",3154588,"CA",9734,"20","VI-A","Documented",34476500,31567319,,,"","",""
24734,"06025053001",3154588,"CA",9734,"20","VI-C","Documented",579450,530555,,,"","",""
19024,"06003058001",1175426,"CA",7613,"20","I","Documented",1195000,1109193,,,"N","",""
19025,"06003058001",1175426,"CA",7613,"20","III-B","Documented",560000,519790,,,"N","",""
16364,"06009035001",1176074,"CA",6545,"20","III-B","Documented",36719399,40045406,,,"N","",""
17525,"06000000196",3609511,"CA",7014,"60","VI-A","Documented",20166000,19396880,,,"","",""
17545,"06000000196",3609511,"CA",7023,"60","VI-B","Documented",201300000,208303002,,,"","",""
17544,"06000000196",3609511,"CA",7023,"60","VI-A","Documented",676400000,699931200,,,"","",""
18304,"06008012001",1175963,"CA",7303,"3","III-B","Documented",2911537,3331995,,,"N","",""
19050,"06000000208",3609709,"CA",7628,"20","VI-A","Documented",1237210,1235442,,,"","",""
19051,"06000000208",3609709,"CA",7628,"20","VI-C","Documented",86250,86127,,,"","",""
33944,"06003018001",1175385,"CA",11406,"20","III-B","Documented",3880000,3601398,,,"N","",""
19610,"06002006001",1175267,"CA",7643,"20","III-B","Documented",27546775,28505096,,,"N","",""
19611,"06002006001",1175267,"CA",7643,"20","X","Documented",384000,397359,,,"","",""
19665,"06005311001",1175762,"CA",7926,"3","I","Documented",680000,717277,,,"N","",""
19666,"06003016001",1175384,"CA",7927,"20","I","Documented",1900000,1897286,,,"N","",""
22642,"06000000222",3610650,"CA",8887,"20","VI-C","Documented",455000,452175,,,"","",""
26419,"06005039001",1175559,"CA",10310,"20","I","Documented",1025000,938620,,,"N","Secondary Mechanical",""
24497,"06004017001",1175504,"CA",9604,"20","III-B","Documented",90000,86850,,,"N","",""
24593,"06008076001",1176022,"CA",9670,"20","III-B","Documented",13500000,12360849,,,"N","",""
24744,"06008002001",1175946,"CA",9740,"20","III-B","Documented",4742686,4342490,,,"N","",""
48602,"06000000239",3611363,"CA",18166,"101d","XII","Decentralized",,34804831,,,"","","Y"
17623,"06000000194",3609471,"CA",7050,"20","VI-B","Documented",4028213,3688306,,,"","",""
37641,"06000000285",3611409,"CA",13526,"101d","XII","Decentralized",,48224549,,,"","","Y"
47611,"06000000260",3611384,"CA",18003,"101d","XII","Decentralized",,66231727,,,"","","Y"
33651,"06003075001",1175442,"CA",11354,"20","III-B","Documented",6920830,6336839,,,"N","",""
14409,"06002118001",1175353,"CA",5810,"20","II","Documented",1055000,1116367,,,"N","",""
14410,"06002118001",1175353,"CA",5810,"20","III-A","Documented",356000,376708,,,"N","",""
14411,"06002118001",1175353,"CA",5810,"20","III-B","Documented",20021000,21185573,,,"N","",""
14412,"06002118001",1175353,"CA",5810,"20","X","Documented",3100000,3280320,,,"","",""
14544,"06002043001",1175301,"CA",5855,"20","II","Documented",36630000,37904317,,,"N","Secondary Mechanical",""
14545,"06002043001",1175301,"CA",5855,"20","III-A","Documented",1600000,1655662,,,"N","Secondary Mechanical",""
14546,"06002043001",1175301,"CA",5855,"20","III-B","Documented",34149000,35337006,,,"N","Secondary Mechanical",""
14548,"06002043001",1175301,"CA",5855,"20","V","Documented",24625000,25481676,,,"","Secondary Mechanical",""
32135,"06000000291",3611608,"CA",11058,"20","VI-A","Documented",1038000,948821,,,"","",""
17548,"06000000196",3609511,"CA",7024,"60","VI-A","Documented",120400000,124588581,,,"","",""
17549,"06000000196",3609511,"CA",7024,"60","VI-B","Documented",10820000,11196416,,,"","",""
19073,"06005106001",1175638,"CA",7648,"20","II","Documented",463285,424193,,,"N","",""
19074,"06005106001",1175638,"CA",7648,"20","III-B","Documented",2925000,2678184,,,"N","",""
22580,"06005233001",1175721,"CA",8880,"1","II","Documented",5596191,5400324,,,"N","",""
33711,"06005157001",1175675,"CA",11364,"1","III-B","Documented",4553000,4546495,,,"N","",""
18439,"06002054001",3486530,"CA",7337,"20","II","Documented",550000,530750,,,"N","",""
24809,"06003022001",1175389,"CA",9754,"3","I","Documented",628694,575916,,,"N","Secondary Mechanical",""
43676,"06000000309",3612938,"CA",16299,"1","I","Documented",1975232,1888847,,,"N","",""
23431,"06005045001",1175565,"CA",9180,"20","II","Documented",87000,79659,,,"N","",""
23432,"06005045001",1175565,"CA",9180,"20","III-B","Documented",3120769,2857434,,,"N","",""
40396,"06005109001",1175641,"CA",14694,"3","II","Documented",20000000,21531854,,,"N","",""
24982,"06003072001",1175440,"CA",9828,"20","I","Documented",612821,591372,,,"N","",""
24983,"06003072001",1175440,"CA",9828,"20","III-B","Documented",1200000,1158000,,,"N","",""
40799,"06000000301",3612652,"CA",14813,"3","I","Documented",7115000,7487889,,,"N","",""
40800,"06000000301",3612652,"CA",14813,"3","IV-A","Documented",7115000,7487889,,,"N","",""
36165,"06000000236",3611360,"CA",10798,"101d","XII","Decentralized",,13892097,,,"","","Y"
36171,"06000000293",3612211,"CA",12670,"20","VI-A","Documented",25759000,23585415,,,"","",""
36172,"06000000293",3612211,"CA",12670,"20","VI-B","Documented",9695000,8876921,,,"","",""
18672,"06005204001",1175707,"CA",7432,"3","III-B","Documented",5500000,5741015,,,"N","",""
14594,"06007025001",1175933,"CA",5867,"20","III-B","Documented",10249518,10234874,,,"N","",""
14604,"06000000166",3609120,"CA",5870,"20","VI-C","Documented",10565630,10500024,,,"","",""
33631,"06005322001",1175769,"CA",11350,"20","III-B","Documented",7330543,7508517,,,"N","",""
34473,"06005200001",1175704,"CA",11720,"20","III-B","Documented",2590000,2698616,,,"N","Secondary Mechanical",""
17694,"06000000197",3609544,"CA",7098,"20","III-B","Documented",8309200,8940657,,,"N","",""
24622,"06001096001",1175243,"CA",9679,"20","III-B","Documented",986000,951490,,,"N","",""
24111,"06008036001",1175991,"CA",9516,"20","III-B","Documented",3000000,2995714,,,"N","",""
16825,"06000000169",3609130,"CA",6732,"9","VII-M","Documented",1138800000,1138800000,,,"","",""
20618,"06001062001",1175222,"CA",8294,"20","III-B","Documented",288000,302061,,,"N","",""
21122,"06000000213",3610443,"CA",8456,"20","VI-C","Documented",22250000,20372511,,,"","",""
38255,"06000000264",3611388,"CA",13816,"101d","XII","Decentralized",,15729831,,,"","","Y"
35327,"06004012500",3531736,"CA",12207,"20","III-B","Documented",7400000,6983130,,,"N","",""
14137,"06025011001",2830221,"CA",5641,"20","VI-A","Documented",5824800,6125936,,,"","",""
14138,"06025011001",2830221,"CA",5641,"20","VI-C","Documented",3052026,3209812,,,"","",""
14720,"06000000170",3609134,"CA",5934,"20","III-B","Documented",20122500,20757038,,,"N","",""
14748,"06002043001",1175301,"CA",5946,"3","II","Documented",532900000,584922364,,,"N","Secondary Mechanical",""
32125,"06002063001",1175322,"CA",11050,"20","II","Documented",10835333,9921031,,,"N","",""
32126,"06002063001",1175322,"CA",11050,"20","III-B","Documented",11676000,10690761,,,"N","",""
32134,"06002113001",1175351,"CA",11058,"20","III-B","Documented",2054000,1877531,,,"N","",""
23922,"06009043001",1176082,"CA",9446,"20","III-B","Documented",64032800,60763253,,,"N","",""
23923,"06009043001",1176082,"CA",7952,"3","III-B","Documented",4601000,4966185,,,"N","",""
42244,"06000000304",3612733,"CA",15562,"1","II","Documented",5462594,5469404,,,"Y","",""
40814,"06000000302",3612659,"CA",14824,"3","I","Documented",512500,541087,,,"N","",""
40815,"06000000302",3612659,"CA",14824,"3","III-B","Documented",512500,541087,,,"N","",""
14516,"06005004001",1238814,"CA",5843,"3","X","Documented",2600000,2857966,,,"","",""
14539,"06005551001",1175825,"CA",5853,"20","I","Documented",616667,600091,,,"N","",""
14540,"06005551001",1175825,"CA",5853,"20","III-B","Documented",2483333,2416581,,,"N","",""
14904,"06000000174",3609167,"CA",6035,"20","I","Documented",11986491,10975052,,,"N","",""
14905,"06000000174",3609167,"CA",6035,"20","III-B","Documented",17513196,16035405,,,"N","",""
14007,"06005246001",1175732,"CA",5642,"20","I","Documented",1550000,1419208,,,"N","",""
14008,"06005246001",1175732,"CA",5642,"20","III-B","Documented",400000,366247,,,"N","",""
14009,"06025246001",2821302,"CA",5642,"20","VI-C","Documented",55000,50359,,,"","",""
14106,"06000000155",3608951,"CA",5661,"20","III-B","Documented",4892599,4479754,,,"N","",""
14108,"06000000156",3608954,"CA",5663,"20","VI-C","Documented",890000,814900,,,"","",""
14254,"06002015001",1175274,"CA",5726,"20","II","Documented",17900000,21432249,,,"N","",""
14256,"06007014001",1175922,"CA",5729,"20","I","Documented",7006932,6415676,,,"N","",""
14257,"06007014001",1175922,"CA",5729,"20","III-B","Documented",386113,353533,,,"N","",""
14307,"06003044001",1175412,"CA",5757,"20","II","Documented",17884500,18727079,,,"N","",""
14308,"06003044001",1175412,"CA",5757,"20","III-B","Documented",3370000,3528769,,,"N","",""
14541,"06005249001",1175733,"CA",5853,"20","II","Documented",2346667,2283589,,,"N","",""
14542,"06005249001",1175733,"CA",5853,"20","III-B","Documented",21330499,20757136,,,"N","",""
14543,"06005249001",1175733,"CA",5853,"20","X","Documented",1125000,1094760,,,"","",""
14590,"06000000163",3609024,"CA",5864,"20","VI-A","Documented",1232392,1128401,,,"","",""
14610,"06000000167",3609122,"CA",5870,"20","III-A","Documented",7000000,6956534,,,"N","",""
14611,"06000000167",3609122,"CA",5870,"20","III-B","Documented",10669800,10603547,,,"N","",""
14620,"06000000165",3609119,"CA",5874,"20","I","Documented",133144000,151021190,,,"N","",""
14621,"06000000165",3609119,"CA",5874,"20","III-B","Documented",191900000,217666334,,,"N","",""
40737,"06000000298",3612631,"CA",14790,"101c","VII-A","Documented",405885665,405885665,,,"","","Y"
14362,"06003076001",1175443,"CA",5781,"20","III-B","Documented",4000000,3662906,,,"N","",""
14390,"06002122001",1175356,"CA",5800,"20","III-B","Documented",4800000,4793142,,,"N","",""
14413,"06005004001",1238814,"CA",5812,"20","II","Documented",1350000,1420752,,,"N","",""
23240,"06008065001",1176011,"CA",9123,"20","III-B","Documented",7900000,7233386,,,"N","",""
23242,"06000000223",3610714,"CA",9123,"20","VI-C","Documented",7500000,6867139,,,"","",""
40731,"06000000297",3612630,"CA",14790,"101c","VII-K","Documented",1013370125,1013370125,,,"","","Y"
29611,"06005030001",1175552,"CA",10662,"3","III-B","Documented",500000,553791,,,"N","",""
14982,"06005071001",1175590,"CA",6058,"20","III-B","Documented",52627420,61209428,,,"N","",""
14983,"06005071001",1175590,"CA",6058,"20","IV-A","Documented",113483500,131989373,,,"N","",""
39100,"06000000261",3611385,"CA",14200,"101d","XII","Decentralized",,39814096,,,"","","Y"
16705,"06007029001",1175936,"CA",6686,"20","II","Documented",184441233,177406751,,,"N","Secondary Mechanical",""
16706,"06007029001",1175936,"CA",6686,"20","III-B","Documented",68345779,65739111,,,"N","",""
16707,"06007029001",1175936,"CA",6686,"20","X","Documented",168805491,162367347,,,"","",""
18835,"06002011001",1175272,"CA",7517,"20","I","Documented",45009000,42705773,,,"N","",""
18836,"06002011001",1175272,"CA",7517,"20","III-B","Documented",29788000,28263671,,,"N","",""
19921,"06001008001",1175175,"CA",8048,"20","III-B","Documented",3265000,3177237,,,"N","",""
19923,"06000000211",3610284,"CA",8048,"20","VI-B","Documented",800000,778496,,,"","",""
33632,"06005322001",1175769,"CA",11352,"3","I","Documented",390000,382553,,,"N","",""
23960,"06005054001",1175573,"CA",9467,"20","I","Documented",2575000,2357996,,,"N","",""
23961,"06005054001",1175573,"CA",9467,"20","III-B","Documented",750000,686795,,,"N","",""
15149,"06002109001",1175348,"CA",6085,"20","II","Documented",45833000,47427479,,,"N","",""
15150,"06002109001",1175348,"CA",6085,"20","III-B","Documented",6530000,6757171,,,"N","Secondary Mechanical",""
15421,"06000000179",3609238,"CA",6175,"20","VI-C","Documented",33896500,34181725,,,"","",""
15887,"06003037001",1175402,"CA",6342,"20","II","Documented",45105500,47876264,,,"N","",""
15888,"06003037001",1175402,"CA",6342,"20","III-B","Documented",24637500,26150945,,,"N","",""
15889,"06003037001",1175402,"CA",6342,"20","X","Documented",275000,291893,,,"","",""
14506,"06000000162",3609020,"CA",5839,"20","VI-A","Documented",4950003,4594571,,,"","",""
14507,"06000000162",3609020,"CA",5839,"20","VI-B","Documented",5209000,4834970,,,"","",""
14514,"06000000161",3609019,"CA",5839,"20","III-B","Documented",15149569,14061761,,,"N","",""
14591,"06002046001",1175306,"CA",5864,"20","I","Documented",9803831,8976569,,,"N","",""
36372,"06000000232",3611356,"CA",12775,"101d","XII","Decentralized",,44448195,,,"","","Y"
36388,"06000000272",3611396,"CA",12796,"101d","XII","Decentralized",,30357426,,,"","","Y"
36379,"06000000255",3611379,"CA",11841,"101d","XII","Decentralized",,10312504,,,"","","Y"
36386,"06000000271",3611395,"CA",12792,"101d","XII","Decentralized",,50593881,,,"","","Y"
13999,"06008086001",3380875,"CA",5635,"20","II","Documented",3324104,3045050,,,"N","",""
14000,"06008086001",3380875,"CA",5635,"20","III-B","Documented",105000,96185,,,"N","",""
14001,"06008086001",3380875,"CA",5635,"20","X","Documented",775000,709940,,,"","",""
22593,"06000000219",3610609,"CA",8861,"20","VI-A","Documented",269715210,269715210,,,"","",""
22620,"06002157001",1175367,"CA",8884,"20","III-B","Documented",10360000,9485807,,,"N","",""
22819,"06006021001",1175876,"CA",8973,"3","I","Documented",9000000,8685000,,,"N","",""
15738,"06002121001",1175355,"CA",6307,"20","III-B","Documented",1667000,1664618,,,"N","",""
15739,"06002121001",1175355,"CA",6307,"20","X","Documented",300000,299572,,,"","",""
42120,"06000000306",3612787,"CA",15462,"3","IV-A","Documented",2453000,2387064,,,"N","",""
39799,"06000000296",3612541,"CA",14457,"3","I","Documented",6126183,5911767,,,"N","",""
14644,"06008007001",1175956,"CA",5894,"20","II","Documented",1530160,1476604,,,"N","",""
14645,"06008073001",1176019,"CA",5895,"20","III-B","Documented",15196124,13915495,,,"N","",""
14822,"06001047001",1175213,"CA",5991,"20","III-B","Documented",200000,192372,,,"N","",""
14359,"06000000157",3608995,"CA",5779,"20","III-B","Documented",4513100,4705238,,,"N","",""
14360,"06003060001",1175427,"CA",5779,"20","II","Documented",17400000,18140776,,,"N","",""
43681,"06000000310",3612940,"CA",16300,"1","I","Documented",495500,523987,,,"N","",""
33331,"06004008010",1175469,"CA",10300,"3","IV-A","Documented",22500000,21313659,,,"N","",""
36161,"06000000237",3611361,"CA",12663,"101d","XII","Decentralized",,12270574,,,"","","Y"
45004,"06005357001",1175790,"CA",14825,"3","IV-A","Documented",48513000,50335214,,,"N","",""
7477,"06005227001",1238820,"CA",3349,"20","II","Documented",13922000,13209575,,,"N","",""
7478,"06005227001",1238820,"CA",3349,"20","III-B","Documented",75000,71162,,,"N","",""
14647,"06000000168",3609128,"CA",5898,"20","III-B","Documented",2600000,2690451,,,"N","",""
24567,"06001011001",1175181,"CA",9601,"3","I","Documented",19212357,19880733,,,"N","Secondary Mechanical",""
24568,"06001011001",1175181,"CA",9603,"20","I","Documented",650000,616738,,,"N","",""
24569,"06001011001",1175181,"CA",9603,"20","III-B","Documented",1950000,1850213,,,"N","",""
24570,"06001011001",1175181,"CA",9603,"20","IV-A","Documented",500000,474414,,,"N","",""
3299,"06022008001",2865324,"CA",831,"20","VI-C","Documented",0,0,,,"","",""
3922,"06022008001",2865324,"CA",831,"20","VI-B","Documented",200000,214960,,,"","",""
3921,"06022008001",2865324,"CA",831,"20","VI-A","Documented",279541,300450,,,"","",""
13237,"06001030001",1175198,"CA",5353,"20","III-B","Documented",13783000,13783000,,,"N","",""
37746,"06000000266",3611390,"CA",13588,"101d","XII","Decentralized",,215462371,,,"","","Y"
35168,"06000000292",3612062,"CA",12124,"20","VI-A","Documented",8330000,8684636,,,"","",""
36180,"06002018001",1175277,"CA",11405,"3","X","Documented",61217000,68506276,,,"","",""
11307,"06006065001",1175901,"CA",4921,"20","III-B","Documented",349000,331141,,,"N","",""
36336,"06000000258",3611382,"CA",12753,"101d","XII","Decentralized",,77343776,,,"","","Y"
38253,"06000000283",3611407,"CA",13812,"101d","XII","Decentralized",,51301441,,,"","","Y"
40732,"06000000299",3612632,"CA",14790,"101c","VII-B","Documented",26646127,26646127,,,"","","Y"
45063,"06000000234",3611358,"CA",16949,"101d","XII","Decentralized",,63000911,,,"","","Y"
21706,"06000000215",3610516,"CA",8615,"20","III-B","Documented",2451025,2671233,,,"N","",""
51968,"06000000246",3611370,"CA",19029,"101d","XII","Decentralized",,67406569,,,"","","Y"
46208,"06000000233",3611357,"CA",17473,"101d","XII","Decentralized",,17492094,,,"","","Y"
42122,"06000000307",3612790,"CA",15465,"3","II","Documented",52500000,54471971,,,"N","",""
47587,"06000000273",3611397,"CA",18000,"101d","XII","Decentralized",,74653850,,,"","","Y"
28669,"06000000288",3611429,"CA",10576,"20","VI-A","Documented",3462700,3214063,,,"","",""
36296,"06000000242",3611366,"CA",10944,"101d","XII","Decentralized",,5352059,,,"","","Y"
36300,"06000000244",3611368,"CA",12734,"101d","XII","Decentralized",,134857743,,,"","","Y"
36304,"06000000250",3611374,"CA",12736,"101d","XII","Decentralized",,17267934,,,"","","Y"
36306,"06000000251",3611375,"CA",12738,"101d","XII","Decentralized",,16447790,,,"","","Y"
