"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
8823,6180,"06012001032",2856163,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
10815,7363,"06000000204",3609644,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
11234,7603,"06000000205",3609670,"CA","3","CWSRF Loan Pre-applications/Final Applications",01-NOV-22,01-NOV-22,"","",""
14154,8741,"06000000218",3610553,"CA","96","Excel Spreadsheet Annotations",19-DEC-22,01-DEC-22,"","",""
14145,8741,"06001035001",1175201,"CA","96","Excel Spreadsheet Annotations",19-DEC-22,01-DEC-22,"","",""
17622,10310,"06005039001",1175559,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
17507,10273,"06005060004",1175582,"CA","3","CWSRF Loan Pre-applications/Final Applications",03-APR-19,01-APR-19,"","",""
8504,6034,"06000000175",3609168,"CA","96","Excel Spreadsheet Annotations",07-OCT-22,01-OCT-22,"","",""
8502,6034,"06000000174",3609167,"CA","96","Excel Spreadsheet Annotations",07-OCT-22,01-OCT-22,"","",""
10469,7162,"06002040001",1175298,"CA","20","CIP or Master Plan",22-AUG-22,01-AUG-22,"","",""
10479,7171,"06000000200",3609584,"CA","96","Excel Spreadsheet Annotations",04-NOV-22,01-NOV-22,"","",""
10503,7192,"06009008001",1176039,"CA","96","Excel Spreadsheet Annotations",04-NOV-22,01-NOV-22,"","",""
13907,8686,"06029046001",415588,"CA","96","Excel Spreadsheet Annotations",16-DEC-22,01-DEC-22,"","",""
13903,8686,"06009046001",1176084,"CA","96","Excel Spreadsheet Annotations",16-DEC-22,01-DEC-22,"","",""
9718,6708,"06001099001",1175246,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
9721,6711,"06005105001",1175637,"CA","20","CIP or Master Plan",18-MAY-21,01-MAY-21,"","",""
9753,6730,"06003049001",1175417,"CA","20","CIP or Master Plan",01-FEB-19,01-FEB-19,"","",""
9872,6822,"06002121001",1175355,"CA","96","Excel Spreadsheet Annotations",26-OCT-22,01-OCT-21,"","",""
9920,6848,"06004006001",1175461,"CA","20","CIP or Master Plan",20-JUN-22,01-JUN-22,"","",""
9930,6848,"06024006001",3517876,"CA","20","CIP or Master Plan",20-JUN-22,01-JUN-22,"","",""
9928,6848,"06000000195",3609479,"CA","20","CIP or Master Plan",20-JUN-22,01-JUN-22,"","",""
13141,8456,"06008044001",1175998,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
13135,8456,"06000000213",3610443,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
13693,8630,"06001041001",1175206,"CA","96","Excel Spreadsheet Annotations",15-DEC-22,01-DEC-22,"","",""
8997,6304,"06000000184",3609284,"CA","96","Excel Spreadsheet Annotations",14-OCT-22,01-OCT-22,"","",""
13508,8554,"06004004001",1175459,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
15828,9471,"06008029001",1175985,"CA","96","Excel Spreadsheet Annotations",28-DEC-22,01-DEC-22,"","",""
18835,10942,"06000000241",3611365,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",03-NOV-22,01-NOV-22,"","",""
20574,11835,"06000000251",3611375,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",14-SEP-22,01-SEP-22,"","",""
20586,11844,"06000000257",3611381,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",19-JAN-23,01-JAN-23,"","",""
20588,11845,"06000000257",3611381,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",23-JAN-23,01-JAN-23,"","",""
19578,11355,"06003075001",1175442,"CA","3","CWSRF Loan Pre-applications/Final Applications",07-SEP-22,01-SEP-22,"","",""
8990,6299,"06000000182",3609282,"CA","96","Excel Spreadsheet Annotations",14-OCT-22,01-OCT-22,"","",""
12653,8294,"06001062001",1175222,"CA","20","CIP or Master Plan",25-FEB-20,01-FEB-20,"","",""
11274,7614,"06003058001",1175426,"CA","96","Excel Spreadsheet Annotations",21-NOV-22,01-NOV-22,"","",""
12327,8169,"06005107001",1175639,"CA","20","CIP or Master Plan",30-NOV-22,01-NOV-22,"","",""
13786,8169,"06000000214",3610513,"CA","20","CIP or Master Plan",30-NOV-22,01-NOV-22,"","",""
19618,11365,"06005157001",1175675,"CA","96","Excel Spreadsheet Annotations",10-FEB-23,01-FEB-23,"","",""
9634,6669,"06022175001",3225490,"CA","20","CIP or Master Plan",24-MAY-21,01-MAY-21,"","",""
9633,6669,"06002175001",3224310,"CA","20","CIP or Master Plan",24-MAY-21,01-MAY-21,"","",""
9635,6670,"06022175001",3225490,"CA","96","Excel Spreadsheet Annotations",24-OCT-22,01-OCT-22,"","",""
9637,6670,"06002175001",3224310,"CA","96","Excel Spreadsheet Annotations",24-OCT-22,01-OCT-22,"","",""
18567,10809,"06000000237",3611361,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",09-SEP-22,01-SEP-22,"","",""
16363,9740,"06008002001",1175946,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
13509,8555,"06004004001",1175459,"CA","96","Excel Spreadsheet Annotations",14-DEC-22,01-DEC-22,"","",""
15360,9166,"06005288001",1175751,"CA","96","Excel Spreadsheet Annotations",23-DEC-22,01-DEC-22,"","",""
17452,10245,"06006013001",1175866,"CA","20","CIP or Master Plan",01-JUN-20,01-JUN-20,"","",""
13524,8562,"06005245002",1175731,"CA","20","CIP or Master Plan",28-JUN-22,01-JUN-22,"","",""
13525,8563,"06005245002",1175731,"CA","96","Excel Spreadsheet Annotations",13-DEC-22,01-DEC-22,"","",""
9674,6686,"06007029001",1175936,"CA","20","CIP or Master Plan",01-MAY-22,01-MAY-22,"","",""
10349,7098,"06000000197",3609544,"CA","20","CIP or Master Plan",08-AUG-18,01-AUG-18,"","",""
8441,5993,"06001047001",1175213,"CA","3","CWSRF Loan Pre-applications/Final Applications",05-JUN-19,01-JUN-19,"","",""
9216,6418,"06000000188",3609335,"CA","20","CIP or Master Plan",01-JUL-19,01-JAN-18,"","",""
9407,6528,"06005184001",1175693,"CA","20","CIP or Master Plan",28-JUN-22,01-JUN-22,"","",""
9447,6566,"06000000191",3609403,"CA","96","Excel Spreadsheet Annotations",20-OCT-22,01-OCT-22,"","",""
10229,7012,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",01-JUN-21,01-JUN-14,"","",""
11001,7494,"06005031001",1175553,"CA","20","CIP or Master Plan",16-NOV-22,01-NOV-22,"","",""
10350,7099,"06000000197",3609544,"CA","96","Excel Spreadsheet Annotations",02-NOV-22,01-NOV-22,"","",""
10384,7116,"06000000199",3609569,"CA","96","Excel Spreadsheet Annotations",03-NOV-22,01-NOV-22,"","",""
10220,7005,"06003021001",1175388,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
10226,7009,"06000000196",3609511,"CA","96","Excel Spreadsheet Annotations",01-NOV-22,01-NOV-22,"","",""
13019,8422,"06002044004",1175304,"CA","20","CIP or Master Plan",12-DEC-22,01-DEC-22,"","",""
8979,6290,"06005649001",1175839,"CA","20","CIP or Master Plan",07-JUL-22,01-JUL-22,"","",""
11036,7518,"06002011001",1175272,"CA","96","Excel Spreadsheet Annotations",17-NOV-22,01-NOV-22,"","",""
11049,7527,"06008047001",1176001,"CA","96","Excel Spreadsheet Annotations",18-NOV-22,01-NOV-22,"","",""
10382,7115,"06000000199",3609569,"CA","60","Municipal Storm Water Management Plan",30-SEP-20,01-SEP-20,"","",""
14239,8800,"06003069001",1175437,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
14242,8800,"06000000220",3610610,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
14240,8801,"06003069001",1175437,"CA","96","Excel Spreadsheet Annotations",19-DEC-22,01-DEC-22,"","",""
13665,8615,"06000000215",3610516,"CA","20","CIP or Master Plan",01-JAN-20,01-JAN-20,"","",""
8548,6057,"06002043001",1175301,"CA","96","Excel Spreadsheet Annotations",07-OCT-22,01-OCT-22,"","",""
9426,6545,"06009035001",1176074,"CA","20","CIP or Master Plan",23-JUN-20,01-JUN-20,"","",""
11782,7851,"06009069001",3368012,"CA","96","Excel Spreadsheet Annotations",28-NOV-22,01-NOV-22,"","",""
11797,7862,"06007022001",1175930,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
11508,7719,"06005049001",1175569,"CA","96","Excel Spreadsheet Annotations",22-NOV-22,01-NOV-22,"","",""
12084,8043,"06000000206",3609689,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
15800,9447,"06009043001",1176082,"CA","96","Excel Spreadsheet Annotations",28-DEC-22,01-DEC-22,"","",""
16137,9603,"06001011001",1175181,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
16190,9603,"06000000226",3610894,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
20590,11847,"06000000258",3611382,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",07-NOV-22,01-NOV-22,"","",""
9921,6849,"06004006001",1175461,"CA","96","Excel Spreadsheet Annotations",27-OCT-22,01-OCT-22,"","",""
9929,6849,"06024006001",3517876,"CA","96","Excel Spreadsheet Annotations",27-OCT-22,01-OCT-22,"","",""
9927,6849,"06000000195",3609479,"CA","96","Excel Spreadsheet Annotations",27-OCT-22,01-OCT-22,"","",""
10230,7013,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",30-JUN-21,01-JUN-20,"","",""
11776,7844,"06002092001",1175344,"CA","96","Excel Spreadsheet Annotations",28-NOV-22,01-NOV-22,"","",""
11781,7850,"06009069001",3368012,"CA","20","CIP or Master Plan",10-MAY-21,01-MAY-21,"","",""
11798,7863,"06007022001",1175930,"CA","96","Excel Spreadsheet Annotations",28-NOV-22,01-NOV-22,"","",""
8635,6082,"06000000177",3609215,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
8633,6082,"06000000178",3609216,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
8869,6211,"06000000180",3609248,"CA","96","Excel Spreadsheet Annotations",13-OCT-22,01-OCT-22,"","",""
8975,6286,"06000000181",3609275,"CA","20","CIP or Master Plan",18-AUG-21,01-AUG-21,"","",""
8976,6287,"06000000181",3609275,"CA","96","Excel Spreadsheet Annotations",14-OCT-22,01-OCT-22,"","",""
8989,6298,"06000000182",3609282,"CA","20","CIP or Master Plan",18-MAY-21,01-MAY-21,"","",""
10594,7230,"06000000202",3609600,"CA","96","Excel Spreadsheet Annotations",07-NOV-22,01-NOV-22,"","",""
10591,7230,"06000000201",3609599,"CA","96","Excel Spreadsheet Annotations",07-NOV-22,01-NOV-22,"","",""
14241,8801,"06000000220",3610610,"CA","96","Excel Spreadsheet Annotations",19-DEC-22,01-DEC-22,"","",""
8808,6087,"06022109001",3490190,"CA","96","Excel Spreadsheet Annotations",10-OCT-22,01-OCT-22,"","",""
8648,6087,"06002109001",1175348,"CA","96","Excel Spreadsheet Annotations",10-OCT-22,01-OCT-22,"","",""
10221,7006,"06003021001",1175388,"CA","96","Excel Spreadsheet Annotations",01-NOV-22,01-NOV-22,"","",""
10288,7051,"06000000194",3609471,"CA","96","Excel Spreadsheet Annotations",26-OCT-22,01-OCT-22,"","",""
10284,7051,"06009005001",1176036,"CA","96","Excel Spreadsheet Annotations",26-OCT-22,01-OCT-22,"","",""
13841,8633,"06000000216",3610529,"CA","20","CIP or Master Plan",10-JUN-20,01-JUN-20,"","",""
13715,8633,"06005064001",1175585,"CA","20","CIP or Master Plan",10-JUN-20,01-JUN-20,"","",""
8550,6058,"06005071001",1175590,"CA","20","CIP or Master Plan",27-OCT-16,01-OCT-16,"","",""
8551,6059,"06005071001",1175590,"CA","96","Excel Spreadsheet Annotations",07-OCT-22,01-OCT-22,"","",""
9222,6423,"06000000189",3609339,"CA","96","Excel Spreadsheet Annotations",18-OCT-22,01-OCT-22,"","",""
9223,6424,"06022047001",427722,"CA","20","CIP or Master Plan",01-JUL-19,01-JAN-18,"","",""
9708,6703,"06002152001",1175364,"CA","20","CIP or Master Plan",23-JAN-19,01-JAN-19,"","",""
9719,6709,"06001099001",1175246,"CA","96","Excel Spreadsheet Annotations",25-OCT-22,01-OCT-22,"","",""
9806,6776,"06001010005",1175180,"CA","96","Excel Spreadsheet Annotations",26-OCT-22,01-OCT-22,"","",""
10235,7017,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",01-JUN-21,01-JUN-21,"","",""
14621,8887,"06008072001",1176018,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
14623,8887,"06000000222",3610650,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
18821,10581,"06008083001",1176027,"CA","96","Excel Spreadsheet Annotations",27-JAN-23,01-JAN-23,"","",""
8992,6301,"06000000183",3609283,"CA","96","Excel Spreadsheet Annotations",14-OCT-22,01-OCT-22,"","",""
9111,6354,"06000000186",3609295,"CA","20","CIP or Master Plan",12-SEP-18,01-JAN-22,"","",""
10964,7463,"06009036001",1176075,"CA","96","Excel Spreadsheet Annotations",16-NOV-22,01-NOV-22,"","",""
11048,7526,"06008047001",1176001,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
10232,7014,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",13-MAY-22,01-MAY-22,"","",""
10234,7016,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",01-JUN-21,01-JUN-21,"","",""
11468,7696,"06005266001",1175745,"CA","3","CWSRF Loan Pre-applications/Final Applications",08-FEB-18,01-FEB-18,"","",""
11477,7703,"06001038001",1175204,"CA","20","CIP or Master Plan",22-NOV-22,01-NOV-22,"","",""
10240,7024,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",30-JUN-21,01-JUN-21,"","",""
9755,6732,"06000000169",3609130,"CA","9","NEP Comprehensive Conservation and Management Plan",01-JAN-22,01-JAN-22,"","",""
11907,7928,"06003016001",1175384,"CA","96","Excel Spreadsheet Annotations",29-NOV-22,01-NOV-22,"","",""
12221,8111,"06001168001",3477030,"CA","20","CIP or Master Plan",01-MAR-21,01-MAR-21,"","",""
26613,7985,"06000000299",3612632,"CA","101a","State-Specific Approach (submitted as primary)",30-NOV-22,01-JAN-22,"","",""
26622,7985,"06000000298",3612631,"CA","101a","State-Specific Approach (submitted as primary)",30-NOV-22,01-JAN-22,"","",""
26599,7985,"06000000297",3612630,"CA","101a","State-Specific Approach (submitted as primary)",30-NOV-22,01-JAN-22,"","",""
11854,7896,"06005262001",1175743,"CA","1","CWSRF IUP/Project Priority List",24-MAR-18,01-APR-22,"","",""
11981,7980,"06007005001",1175911,"CA","20","CIP or Master Plan",10-AUG-22,01-AUG-22,"","",""
11906,7927,"06003016001",1175384,"CA","20","CIP or Master Plan",01-JUN-21,01-JUN-21,"","",""
12644,8290,"06008010009",410658,"CA","20","CIP or Master Plan",14-JUN-22,01-JUN-22,"","",""
12641,8290,"06000000212",3610370,"CA","20","CIP or Master Plan",14-JUN-22,01-JUN-22,"","",""
14569,8880,"06005233001",1175721,"CA","1","CWSRF IUP/Project Priority List",13-MAR-20,01-JAN-22,"","",""
14604,8885,"06002157001",1175367,"CA","96","Excel Spreadsheet Annotations",20-DEC-22,01-DEC-22,"","",""
14605,8885,"06000000221",3610640,"CA","96","Excel Spreadsheet Annotations",20-DEC-22,01-DEC-22,"","",""
10912,7431,"06005240001",1175727,"CA","3","CWSRF Loan Pre-applications/Final Applications",08-MAR-21,01-MAR-21,"","",""
10369,7108,"06000000198",3609566,"CA","96","Excel Spreadsheet Annotations",03-NOV-22,01-NOV-22,"","",""
10502,7191,"06009008001",1176039,"CA","20","CIP or Master Plan",20-JUL-21,01-JUL-21,"","",""
8824,6181,"06012001032",2856163,"CA","96","Excel Spreadsheet Annotations",12-OCT-22,01-OCT-22,"","",""
8505,6035,"06000000175",3609168,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
8503,6035,"06000000174",3609167,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
9756,6733,"06000000169",3609130,"CA","96","Excel Spreadsheet Annotations",25-OCT-22,01-OCT-22,"","",""
14153,8740,"06000000218",3610553,"CA","20","CIP or Master Plan",01-SEP-21,01-SEP-21,"","",""
14144,8740,"06001035001",1175201,"CA","20","CIP or Master Plan",01-SEP-21,01-SEP-21,"","",""
8818,6176,"06000000179",3609238,"CA","96","Excel Spreadsheet Annotations",16-NOV-22,01-NOV-22,"","",""
13666,8616,"06000000215",3610516,"CA","96","Excel Spreadsheet Annotations",15-DEC-22,01-DEC-22,"","",""
13842,8634,"06000000216",3610529,"CA","96","Excel Spreadsheet Annotations",15-DEC-22,01-DEC-22,"","",""
13716,8634,"06005064001",1175585,"CA","96","Excel Spreadsheet Annotations",15-DEC-22,01-DEC-22,"","",""
12091,8050,"06001008001",1175175,"CA","96","Excel Spreadsheet Annotations",01-DEC-22,01-DEC-22,"","",""
12093,8050,"06000000211",3610284,"CA","96","Excel Spreadsheet Annotations",01-DEC-22,01-DEC-22,"","",""
12099,8059,"06000000210",3610259,"CA","1","CWSRF IUP/Project Priority List",26-DEC-18,01-DEC-18,"","",""
23565,13521,"06000000278",3611402,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",09-NOV-22,01-NOV-22,"","",""
23572,13526,"06000000285",3611409,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",13-MAR-23,01-MAR-23,"","",""
23576,13529,"06000000285",3611409,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",29-NOV-22,01-NOV-22,"","",""
10227,7010,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",01-MAY-22,01-MAY-22,"","",""
9408,6529,"06005184001",1175693,"CA","96","Excel Spreadsheet Annotations",20-OCT-22,01-OCT-22,"","",""
9489,6598,"06000000192",3609417,"CA","20","CIP or Master Plan",01-JUN-21,01-JUN-21,"","",""
9491,6599,"06005257001",1175740,"CA","20","CIP or Master Plan",21-OCT-22,01-OCT-22,"","",""
9492,6600,"06005257001",1175740,"CA","96","Excel Spreadsheet Annotations",21-OCT-22,01-OCT-22,"","",""
9441,6560,"06006041001",1175894,"CA","96","Excel Spreadsheet Annotations",20-OCT-22,01-OCT-22,"","",""
14402,8861,"06000000109",3608001,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
14579,8861,"06000000219",3610609,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
9221,6422,"06000000189",3609339,"CA","20","CIP or Master Plan",01-JUL-19,01-JAN-18,"","",""
9676,6688,"06002109001",1175348,"CA","96","Excel Spreadsheet Annotations",24-OCT-22,01-JUN-21,"","",""
9722,6712,"06005105001",1175637,"CA","96","Excel Spreadsheet Annotations",25-OCT-22,01-OCT-22,"","",""
24173,13812,"06000000283",3611407,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",17-MAR-23,01-MAR-23,"","",""
19617,11364,"06005157001",1175675,"CA","1","CWSRF IUP/Project Priority List",15-JUN-21,01-JUN-21,"","",""
11848,7892,"06002006001",1175267,"CA","96","Excel Spreadsheet Annotations",28-NOV-22,01-JUN-21,"","",""
12643,8291,"06008010009",410658,"CA","96","Excel Spreadsheet Annotations",08-DEC-22,01-DEC-22,"","",""
12642,8291,"06000000212",3610370,"CA","96","Excel Spreadsheet Annotations",08-DEC-22,01-DEC-22,"","",""
11850,7893,"06001026001",1175194,"CA","3","CWSRF Loan Pre-applications/Final Applications",24-JUL-20,01-JUL-20,"","",""
14411,8863,"06000000109",3608001,"CA","96","Excel Spreadsheet Annotations",20-DEC-22,01-DEC-22,"","",""
14580,8863,"06000000219",3610609,"CA","96","Excel Spreadsheet Annotations",20-DEC-22,01-DEC-22,"","",""
8634,6081,"06000000177",3609215,"CA","96","Excel Spreadsheet Annotations",10-OCT-22,01-OCT-22,"","",""
8632,6081,"06000000178",3609216,"CA","96","Excel Spreadsheet Annotations",10-OCT-22,01-OCT-22,"","",""
9002,6307,"06002121001",1175355,"CA","20","CIP or Master Plan",15-JUN-21,01-JUN-21,"","",""
9446,6565,"06000000191",3609403,"CA","9","NEP Comprehensive Conservation and Management Plan",21-APR-22,01-APR-22,"","",""
10940,7446,"06000000179",3609238,"CA","60","Municipal Storm Water Management Plan",01-SEP-20,01-JUN-18,"","",""
11000,7493,"06005031001",1175553,"CA","96","Excel Spreadsheet Annotations",17-NOV-22,01-NOV-22,"","",""
8419,5976,"06000000173",3609157,"CA","96","Excel Spreadsheet Annotations",06-OCT-22,01-OCT-22,"","",""
8437,5990,"06005068001",1175588,"CA","3","CWSRF Loan Pre-applications/Final Applications",08-DEC-21,01-DEC-21,"","",""
11949,7955,"06005178001",1175688,"CA","3","CWSRF Loan Pre-applications/Final Applications",13-OCT-21,01-OCT-21,"","",""
12090,8049,"06001008001",1175175,"CA","3","CWSRF Loan Pre-applications/Final Applications",30-MAR-21,01-MAR-21,"","",""
13794,8667,"06000000217",3610538,"CA","20","CIP or Master Plan",01-NOV-21,01-NOV-21,"","",""
13490,8545,"06003027001",1175394,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
13493,8546,"06003027001",1175394,"CA","96","Excel Spreadsheet Annotations",14-DEC-22,01-DEC-22,"","",""
13494,8547,"06003027001",1175394,"CA","3","CWSRF Loan Pre-applications/Final Applications",20-MAY-22,01-MAY-22,"","",""
9224,6425,"06022047001",427722,"CA","96","Excel Spreadsheet Annotations",18-OCT-22,01-OCT-22,"","",""
11916,7936,"06008067001",1176013,"CA","96","Excel Spreadsheet Annotations",29-NOV-22,01-NOV-22,"","",""
11946,7951,"06000000209",3610185,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
11947,7953,"06000000209",3610185,"CA","96","Excel Spreadsheet Annotations",29-NOV-22,01-NOV-22,"","",""
8436,5989,"06005068001",1175588,"CA","96","Excel Spreadsheet Annotations",06-OCT-22,01-OCT-22,"","",""
8439,5991,"06001047001",1175213,"CA","20","CIP or Master Plan",30-MAY-22,01-MAY-22,"","",""
9217,6419,"06000000188",3609335,"CA","96","Excel Spreadsheet Annotations",18-OCT-22,01-OCT-22,"","",""
9819,6783,"06009026005",1176061,"CA","96","Excel Spreadsheet Annotations",26-OCT-22,01-OCT-22,"","",""
14785,8973,"06006021001",1175876,"CA","3","CWSRF Loan Pre-applications/Final Applications",04-NOV-20,01-JAN-22,"","",""
11347,7628,"06003094001",406088,"CA","20","CIP or Master Plan",08-JUN-21,01-JUN-21,"","",""
11355,7628,"06000000208",3609709,"CA","20","CIP or Master Plan",08-JUN-21,01-JUN-21,"","",""
11373,7643,"06002006001",1175267,"CA","20","CIP or Master Plan",21-NOV-22,01-JUN-21,"","",""
11905,7926,"06005311001",1175762,"CA","3","CWSRF Loan Pre-applications/Final Applications",05-NOV-19,01-NOV-19,"","",""
11567,7760,"06008033001",1175988,"CA","20","CIP or Master Plan",26-APR-21,01-APR-21,"","",""
11565,7760,"06009076001",1176095,"CA","20","CIP or Master Plan",26-APR-21,01-APR-21,"","",""
13926,8692,"06022054001",3489911,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
8166,5800,"06002122001",1175356,"CA","20","CIP or Master Plan",01-JUN-21,01-JUN-21,"","",""
8167,5801,"06002122001",1175356,"CA","96","Excel Spreadsheet Annotations",29-SEP-22,01-SEP-22,"","",""
3764,3349,"06005227002",3520617,"CA","20","CIP or Master Plan",15-JUN-22,01-JUN-22,"","",""
3758,3349,"06005227001",1238820,"CA","20","CIP or Master Plan",15-JUN-22,01-JUN-22,"","",""
4104,3536,"06008010005",3486593,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
4111,3536,"06008010004",3486590,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
4099,3536,"06008010006",3486596,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
4108,3536,"06008010001",1175959,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
7439,5437,"06002016001",1175275,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
7448,5437,"06000000147",3608839,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
7446,5437,"06000000146",3608836,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
7444,5440,"06009004001",1176034,"CA","20","CIP or Master Plan",27-JUN-22,01-JUN-22,"","",""
7462,5451,"06004002001",1175457,"CA","20","CIP or Master Plan",10-NOV-21,01-NOV-21,"","",""
7463,5452,"06004002001",1175457,"CA","96","Excel Spreadsheet Annotations",16-SEP-22,01-SEP-22,"","",""
3371,3086,"06002174001",3008943,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
3372,3086,"06022174001",3009462,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
3404,3111,"06000000075",3607083,"CA","20","CIP or Master Plan",01-JUL-18,01-JUL-18,"","",""
3589,3237,"06002069001",1175329,"CA","96","Excel Spreadsheet Annotations",08-JUL-22,01-JUL-22,"","",""
3599,3245,"06002084001",1175341,"CA","20","CIP or Master Plan",01-MAR-22,01-MAR-22,"","",""
3945,3417,"06006009001",1175862,"CA","96","Excel Spreadsheet Annotations",14-JUL-22,01-JUL-22,"","",""
3948,3420,"06002110001",1175349,"CA","20","CIP or Master Plan",31-MAR-21,01-MAR-21,"","",""
18820,10595,"06008083001",1176027,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
18159,10595,"06000000289",3611431,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
3763,3350,"06005227002",3520617,"CA","96","Excel Spreadsheet Annotations",06-JUL-22,01-JUL-22,"","",""
3760,3350,"06005227001",1238820,"CA","96","Excel Spreadsheet Annotations",06-JUL-22,01-JUL-22,"","",""
3806,3366,"06008016001",1175967,"CA","20","CIP or Master Plan",16-JUN-21,01-JUN-21,"","",""
3809,3366,"06000000108",3607994,"CA","20","CIP or Master Plan",16-JUN-21,01-JUN-21,"","",""
8133,5779,"06003060001",1175427,"CA","20","CIP or Master Plan",16-NOV-20,01-NOV-20,"","",""
8127,5779,"06000000158",3608996,"CA","20","CIP or Master Plan",16-NOV-20,01-NOV-20,"","",""
8131,5779,"06000000157",3608995,"CA","20","CIP or Master Plan",16-NOV-20,01-NOV-20,"","",""
7728,5589,"06005027001",1175549,"CA","20","CIP or Master Plan",01-MAY-22,01-MAY-22,"","",""
3714,3318,"06000000090",3607791,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
3645,3283,"06008004001",1175948,"CA","20","CIP or Master Plan",01-MAY-20,01-MAY-20,"","",""
7897,5641,"06025011001",2830221,"CA","20","CIP or Master Plan",01-JAN-20,01-JAN-20,"","",""
7809,5641,"06005011001",1175532,"CA","20","CIP or Master Plan",01-JAN-20,01-JAN-20,"","",""
8229,5843,"06005004001",1238814,"CA","3","CWSRF Loan Pre-applications/Final Applications",11-SEP-17,01-SEP-17,"","",""
8245,5854,"06005249001",1175733,"CA","96","Excel Spreadsheet Annotations",03-OCT-22,01-OCT-22,"","",""
8252,5854,"06005249003",1175735,"CA","96","Excel Spreadsheet Annotations",03-OCT-22,01-OCT-22,"","",""
